,row,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
67,131395,0,,0,7,0,10339200,275,1.0,74,,175799.29,184244487449.92,2.04,2.17,31.48,2591.58,1.9,2.43,21,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2
68,393540,0,,0,14,0,5412600,495,4.0,96,100.0,,,,,14.8,1724.36,4.25,17.87,4,0,0,7,0,0,0,0,0,0,0,0,8,0,0,10
69,65863,0,,0,17,0,8812800,850,1.0,76,,152912.25,50930520873.69,1.62,1.17,6.66,127.25,2.26,4.19,5,0,0,8,0,0,0,0,0,0,0,0,8,0,0,21
70,196936,0,,0,3,0,8845200,318,3.0,80,66.0,1097.5,644805.58,0.56,1.53,15.21,1016.47,4.48,25.57,158,0,0,31,0,1,0,2,0,0,0,0,31,2,0,15
71,196940,1,9.0,3,3,0,8845200,318,2.0,80,,48491.96,22668088826.04,3.08,7.63,22.5,2489.06,3.35,11.68,187,10,0,30,9,51,0,9,0,0,0,0,32,8,0,43
72,131415,1,9.0,7,7,0,10339200,275,,74,,343550.5,544608543459.5,2.08,2.59,12.81,676.88,3.87,16.39,65,0,0,8,0,15,0,0,0,0,0,1,7,1,1,5
73,360794,0,,0,16,0,7401600,2431,,25,,,,,,6.33,81.39,2.12,3.49,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
74,131424,0,0.0,0,7,0,10339200,275,120.0,74,65.0,133730.5,31546246192.25,1.0,0.81,20.74,2624.71,3.6,13.41,62,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1
75,98661,0,,0,18,0,15350400,679,6.0,88,66.0,172314.45,74293700072.25,1.75,1.97,27.38,2848.94,2.83,8.68,49,0,0,11,0,0,0,0,0,0,0,0,12,0,0,6
76,65906,0,,0,17,0,8812800,850,1.0,76,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,98686,0,,0,18,0,15350400,679,4.0,88,75.0,104795.87,104529809312.25,3.43,9.87,31.36,3645.63,2.46,5.26,126,0,0,17,0,0,0,0,0,0,0,0,17,0,0,3
78,65920,0,,0,17,0,8812800,850,1.0,76,,81283.83,10449278008.14,0.68,1.5,44.56,5248.07,2.14,3.83,26,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1
79,196995,0,9.0,4,3,0,8845200,318,,80,,42298.75,5239782935.19,1.15,0.67,18.73,2834.13,3.62,12.43,23,9,0,10,8,24,0,4,0,0,0,0,12,3,0,24
80,393612,1,9.0,6,14,0,5412600,495,4.0,96,25.0,,,,,18.8,280.56,0.45,1.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
81,131475,1,8.0,3,7,0,10339200,275,3.0,74,100.0,94899.09,40855835488.81,2.27,3.79,23.87,3609.15,3.11,8.63,77,0,0,15,0,14,0,0,0,0,0,0,14,1,0,3
82,426390,0,,0,7,0,8078400,329,1.0,73,,18383.86,805248000.41,1.01,0.88,26.9,1055.17,2.46,9.76,28,3,0,18,4,25,0,10,0,0,0,0,18,10,0,7
83,426395,0,,0,7,0,8078400,329,15.0,73,93.0,159887.0,121970774072.25,2.2,2.96,13.06,1355.18,4.57,21.94,17,0,0,8,1,14,0,1,0,0,0,0,6,2,0,6
84,197032,1,6.0,4,3,0,8845200,318,4.0,80,50.0,,,,,15.96,1428.44,2.61,5.2,9,0,0,4,0,0,0,0,0,0,0,0,5,0,0,6
85,393642,0,,0,14,0,5412600,495,1.0,96,,,,,,23.0,3493.33,2.96,6.88,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
86,98731,0,,0,18,0,15350400,679,1.0,88,,480383.67,1040517160148.89,1.78,1.19,39.06,4260.27,1.83,1.88,18,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
87,229812,0,,0,1,0,13262400,2613,1.0,32,,,,,,33.23,3878.27,2.02,2.39,12,0,0,5,0,0,0,0,0,0,0,0,6,0,0,1
88,131510,0,,0,7,0,10339200,275,2.0,74,,308614.2,84778247619.76,0.28,1.43,53.55,6696.16,1.23,0.25,18,0,0,2,0,3,0,0,0,0,0,0,1,1,0,1
89,426426,0,,0,7,0,8078400,329,1.0,73,,68391.3,22453440264.53,2.47,5.08,32.44,2969.75,2.26,4.76,256,3,0,20,2,64,0,4,0,0,0,0,20,4,0,11
90,65981,0,,0,17,0,8812800,850,,76,,72574.89,35349262226.1,2.45,4.04,20.98,1884.38,3.19,11.74,54,0,0,12,0,0,0,0,0,0,0,0,12,0,0,35
91,98752,1,8.0,4,18,0,15350400,679,5.0,88,100.0,41273.0,4759796371.0,1.15,0.67,35.3,5603.34,2.34,3.97,29,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
92,393672,2,10.0,6,14,0,5412600,495,12.0,96,83.0,72982.88,28232252127.49,3.04,9.2,18.79,2019.29,3.78,15.98,295,6,0,27,6,95,0,20,0,0,0,0,27,20,0,159
93,426443,2,,0,7,0,8078400,329,2.0,73,,306556.71,158327442922.2,0.98,0.49,12.64,1372.86,4.86,25.34,4,3,0,2,3,75,0,0,0,0,0,0,2,0,0,0
94,66016,1,,3,17,0,8812800,850,3.0,76,66.0,,,,,14.81,1707.86,5.27,31.16,22,1,0,5,0,9,0,1,0,0,0,0,6,0,0,26
95,426467,1,9.0,4,7,0,8078400,329,9.0,73,88.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,131557,1,,5,7,0,10339200,275,24.0,74,91.0,66452.2,21737475591.38,2.17,3.44,20.07,3002.75,3.56,12.39,120,0,0,31,0,8,0,2,0,0,0,0,31,2,0,10
97,197099,0,,0,3,0,8845200,318,1.0,80,,126933.33,218847627061.16,3.47,10.07,37.48,4644.06,2.07,3.07,69,5,0,15,2,7,0,4,0,0,0,0,18,1,0,11
98,131564,1,9.0,3,7,0,10339200,275,3.0,74,100.0,43088.33,7993896590.56,1.78,1.18,33.6,4425.73,2.32,4.47,41,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0
99,393713,1,6.0,4,14,0,5412600,495,10.0,96,70.0,67906.67,10396360741.89,1.71,1.07,26.42,3446.64,2.46,4.85,15,0,0,8,0,0,0,0,0,0,0,0,9,0,0,18
100,360947,0,,0,16,0,7401600,2431,1.0,25,,,,,,13.93,2030.55,3.52,10.73,1,0,0,3,0,11,0,1,0,0,0,0,3,1,0,8
101,131587,0,,0,7,0,10339200,275,15.0,74,93.0,185407.23,127489526906.49,2.22,3.85,22.02,2569.98,3.19,10.17,210,0,0,10,0,0,0,0,0,0,0,0,10,0,0,4
102,66060,0,,0,17,0,8812800,850,2.0,76,,,,,,5.4,88.74,3.18,9.77,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,17
103,328210,1,8.0,3,14,0,8870400,1402,1.0,86,,305605.38,360441728023.23,1.84,1.83,10.91,1115.11,4.94,27.65,420,22,0,47,24,55,0,21,0,0,0,0,45,22,0,44
104,426518,2,,0,7,0,8078400,329,2.0,73,,249818.2,155756743516.16,1.46,0.2,26.56,2122.36,1.88,2.47,5,0,0,4,1,6,0,0,0,0,0,0,2,2,0,2
105,426519,0,9.0,6,7,0,8078400,329,2.0,73,,113721.96,118988883899.65,3.63,12.19,36.14,4668.73,2.33,4.58,95,3,1,16,2,19,0,5,1,0,0,0,18,4,0,6
106,131610,0,8.0,0,7,0,10339200,275,10.0,74,80.0,59284.15,7858432457.51,1.53,1.04,15.18,976.05,4.05,19.14,331,0,0,16,0,14,0,1,0,0,0,0,16,1,0,4
107,426526,0,,0,7,0,8078400,329,3.0,73,100.0,136646.83,102935768991.92,2.37,4.54,20.15,2187.26,3.54,12.96,143,4,0,2,2,82,0,4,0,0,0,1,4,2,1,4
108,131630,1,9.0,6,7,0,10339200,275,3.0,74,100.0,383060.86,162690279824.69,0.42,1.53,28.54,3242.03,2.19,3.78,19,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5
109,66095,0,,0,17,0,8812800,850,1.0,76,,,,,,13.24,1184.94,3.79,13.36,0,0,0,2,0,11,0,6,0,0,0,0,2,6,0,16
110,98885,1,9.0,6,18,0,15350400,679,3.0,88,33.0,,,,,9.6,218.64,1.46,0.19,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,229966,1,,3,1,0,13262400,2613,,32,,,,,,6.44,202.62,3.13,8.66,1,0,0,3,0,0,0,1,0,0,0,0,3,1,0,6
112,229971,2,,0,1,0,13262400,2613,1.0,32,,,,,,8.94,670.26,3.87,14.41,3,0,0,10,0,3,0,3,0,0,0,0,10,3,0,18
113,98901,1,9.0,6,18,0,15350400,679,9.0,88,77.0,,,,,22.91,1198.08,1.54,0.72,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1
114,229977,0,,0,1,0,13262400,2613,1.0,32,,,,,,14.61,1568.4,4.19,19.72,109,3,0,85,3,5,0,6,0,0,0,0,85,6,0,96
115,393830,1,8.0,4,2,0,8251200,1099,1.0,74,,87041.62,48757727678.9,2.29,3.35,29.84,3949.29,2.65,6.23,150,0,0,20,0,8,0,2,0,0,0,0,19,2,0,41
116,426604,0,,0,7,0,8078400,329,2.0,73,,,,,,24.22,2952.17,2.42,3.97,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,426616,0,8.0,5,7,0,8078400,329,1.0,73,,58507.69,8238280657.84,1.74,2.15,41.27,2739.6,1.13,0.15,0,0,0,0,0,41,0,1,0,1,0,0,0,1,1,0
118,328319,0,,0,14,0,8870400,1402,,86,,55685.0,10319182408.57,1.67,1.18,10.67,1170.44,5.68,37.36,70,1,0,18,3,8,0,3,0,0,0,0,17,5,0,43
119,98947,0,,0,18,0,15350400,679,2.0,88,,,,,,26.62,3012.98,2.22,3.01,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0
120,393863,2,9.0,6,2,0,8251200,1099,2.0,74,,,,,,11.79,877.16,3.72,14.44,0,0,0,1,0,107,0,8,0,0,0,0,1,8,0,15
121,426639,0,,0,7,0,8078400,329,,73,,,,,,19.57,1611.81,4.1,19.11,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
122,393888,0,,0,2,0,8251200,1099,11.0,74,81.0,244576.71,78443446453.92,1.06,0.02,15.9,1227.52,2.4,5.05,2,0,0,26,0,15,0,3,0,0,0,0,26,3,0,86
123,393890,0,9.0,4,2,0,8251200,1099,19.0,74,84.0,107077.5,32803661297.25,1.15,0.67,14.0,1898.82,4.25,17.24,47,0,0,9,0,0,0,0,0,0,0,0,9,0,0,23
124,426659,0,,0,7,0,8078400,329,1.0,73,,,,,,43.41,3833.97,1.69,1.65,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
125,426667,1,8.0,4,7,0,8078400,329,1.0,73,,308790.0,539342380238.29,2.04,2.16,10.12,760.45,5.19,31.56,6,6,0,1,4,295,0,1,0,0,0,0,2,0,0,0
126,393926,1,9.0,4,2,0,8251200,1099,26.0,74,88.0,,,,,17.8,513.36,1.48,0.22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
127,66248,0,,0,17,0,8812800,850,3.0,76,66.0,,,,,16.83,2541.81,3.01,7.08,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4
128,393935,2,7.0,3,2,0,8251200,1099,4.0,74,50.0,,,,,3.57,5.67,0.77,0.86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
129,230097,0,,0,1,0,13262400,2613,1.0,32,,17338.7,328865275.61,0.57,1.17,24.14,3258.79,2.86,7.21,7,0,0,13,0,0,0,0,0,0,0,1,13,0,1,16
130,328401,0,,0,14,0,8870400,1402,,86,,,,,,9.0,485.11,2.43,4.0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2
131,66277,0,,0,17,0,8812800,850,1.0,76,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
132,295662,0,,0,5,0,7918200,407,7.0,88,85.0,,,,,49.0,5995.5,1.15,0.67,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,66287,0,,0,17,0,8812800,850,3.0,76,33.0,,,,,6.89,98.32,1.71,1.68,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
134,361203,0,,0,16,0,7401600,2431,1.0,25,,,,,,9.48,68.15,0.71,0.54,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
135,393992,1,9.0,3,2,0,8251200,1099,34.0,74,73.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,66314,0,,0,17,0,8812800,850,,76,,5558.0,249592673.5,3.85,13.46,24.69,2260.54,2.97,9.26,286,0,0,34,0,0,0,1,0,0,0,0,34,1,0,73
137,361226,0,,0,16,0,7401600,2431,2.0,25,,,,,,2.0,6.5,1.7,2.41,0,0,0,2,0,8,0,1,0,0,0,0,2,2,0,4
138,426765,0,,0,7,0,8078400,329,,73,,181676.8,81142201090.16,1.05,0.71,20.67,2258.69,3.72,14.9,126,4,0,4,2,82,0,1,0,0,0,0,5,0,0,5
139,459550,0,,0,11,0,9732600,808,1.0,71,,74690.07,42751977866.34,3.47,12.22,14.62,1771.3,4.58,22.32,134,2,0,47,0,65,0,9,0,0,0,0,50,7,0,62
140,394015,0,,0,2,0,8251200,1099,4.0,74,75.0,,,,,9.29,83.35,1.25,0.32,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3
141,295714,0,,0,5,0,7918200,407,2.0,88,,44344.3,18374075298.5,4.37,18.45,24.68,3333.6,2.81,7.13,101,1,0,9,0,0,0,1,0,0,0,0,10,0,0,2
142,426786,0,,0,7,0,8078400,329,,73,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
143,361257,0,,0,16,0,7401600,2431,1.0,25,,,,,,10.42,595.88,3.8,16.89,24,3,0,26,1,28,0,11,0,0,0,0,28,9,0,31
144,361258,0,,0,16,0,7401600,2431,,25,,,,,,7.61,276.91,3.67,13.61,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
145,426797,2,9.0,2,7,0,8078400,329,2.0,73,,,,,,16.26,1325.88,3.17,9.01,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146,328494,2,9.0,5,14,0,8870400,1402,2.0,86,,88512.5,27304538312.5,1.62,1.05,18.94,2030.29,3.37,11.67,103,10,0,41,12,27,0,9,0,0,0,0,39,11,0,74
147,394030,0,,0,2,0,8251200,1099,7.0,74,71.0,,,,,7.62,95.36,1.99,3.86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16
148,459586,0,,0,11,0,9732600,808,3.0,71,66.0,27500.43,4340522973.67,2.04,2.17,11.47,1809.45,5.34,28.25,33,0,0,13,0,5,0,1,0,0,0,0,13,1,0,15
149,426824,1,9.0,3,7,0,8078400,329,7.0,73,85.0,72915.92,47421735435.3,3.11,7.79,33.88,3303.15,2.15,3.76,73,4,0,5,3,8,0,5,0,0,0,0,6,4,0,5
150,426827,0,,0,7,0,8078400,329,13.0,73,100.0,183332.5,50355854433.92,1.18,0.01,11.87,279.83,3.06,10.24,43,6,0,14,5,12,0,2,0,0,0,0,14,2,0,13
151,426831,0,,0,7,0,8078400,329,1.0,73,,86428.2,14518935927.76,1.28,0.08,30.14,1807.71,1.78,2.13,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
152,33617,0,,0,11,0,13708800,1332,1.0,76,,356821.4,74436393393.84,0.39,1.8,8.51,576.19,5.28,32.98,1,0,0,3,0,20,0,13,0,0,0,0,3,13,0,55
