,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
40,26,19,19,0,12,10,10,0,0,3,1,7,34,0,17
41,1,20,23,1,13,10,4,0,0,10,3,18,29,0,13
42,15,25,22,4,17,3,0,0,0,0,0,4,22,2,3
43,2,21,22,5,18,0,0,0,0,0,0,2,28,2,16
44,22,50,66,2,13,5,12,0,0,4,7,2,13,0,0
45,48,90,87,8,29,20,26,0,0,5,12,2,70,0,27
46,8,40,49,0,12,0,0,0,0,0,0,9,20,5,8
47,0,0,0,0,0,58,0,0,0,22,50,0,0,0,0
48,15,35,35,2,15,3,4,0,0,0,1,8,31,0,0
49,180,30,44,1,23,26,37,0,0,5,7,0,0,0,17
50,74,29,28,5,26,0,0,0,0,0,0,10,44,3,16
51,2,10,11,0,9,15,6,0,0,12,1,46,43,2,22
52,13,66,81,4,40,14,31,0,0,13,28,2,67,2,29
53,23,47,54,1,14,6,5,0,0,8,0,2,16,0,6
54,0,14,14,8,17,8,7,0,0,2,11,4,21,0,17
55,38,25,24,3,7,0,0,0,0,0,0,0,12,2,5
56,0,0,12,0,12,132,125,0,0,75,132,14,42,0,25
57,0,0,0,0,0,114,0,0,0,25,31,0,0,0,0
58,46,166,207,2,24,10,0,0,0,1,0,13,72,0,26
59,102,111,143,6,66,40,92,0,0,27,50,50,163,0,84
60,8,48,42,2,17,8,0,0,0,0,0,31,29,17,20
61,2,24,24,5,14,13,2,0,0,7,7,0,27,0,19
62,16,39,37,1,23,1,0,0,0,0,0,2,30,0,15
63,15,34,37,4,7,7,3,0,0,8,3,0,0,0,8
64,96,320,334,4,57,12,30,0,0,9,6,8,81,4,1
65,0,0,0,0,0,129,0,0,0,52,9,0,0,0,0
66,8,39,33,6,32,12,14,0,0,6,10,0,44,0,24
67,19,64,72,3,21,2,0,0,0,0,0,6,41,0,21
68,16,50,66,3,38,14,22,0,0,4,5,13,61,15,25
69,9,93,99,2,5,2,1,0,0,2,0,5,6,0,4
70,0,16,27,1,4,6,15,0,0,3,12,2,18,0,4
71,1,17,14,1,16,2,0,0,0,0,0,7,25,8,13
72,0,0,0,0,0,198,0,0,0,76,100,0,0,0,0
73,26,73,76,2,14,1,3,0,0,2,0,10,38,0,0
74,4,17,14,3,13,2,2,1,0,0,1,12,29,6,11
75,17,31,33,1,12,2,2,2,0,0,0,4,27,4,10
76,17,82,86,2,15,0,0,0,0,0,0,13,23,5,2
77,0,39,40,11,24,42,14,29,0,5,13,28,94,0,55
78,5,20,24,3,30,2,0,0,0,0,0,8,51,0,22
79,8,57,59,0,13,21,0,10,0,4,10,27,53,0,21
80,5,10,15,2,7,6,1,0,0,1,0,0,39,0,15
81,12,22,21,1,19,2,0,0,0,0,0,16,31,2,7
82,103,75,93,0,36,7,5,3,0,3,2,25,125,4,16
83,4,35,32,6,32,6,4,0,0,1,2,2,57,2,26
84,141,87,93,17,49,14,8,3,0,0,2,10,133,0,45
85,3,37,37,4,15,0,0,0,0,0,0,2,24,4,12
86,45,22,27,1,28,13,7,0,0,2,7,8,61,2,36
87,79,122,129,8,23,9,2,0,0,3,0,1,65,0,20
88,213,59,83,5,25,16,7,0,0,7,0,2,65,2,38
89,4,13,12,2,8,6,2,0,0,0,8,8,31,2,17
90,58,151,152,3,51,10,2,0,0,4,1,2,68,2,28
91,1,26,31,12,31,13,7,0,0,9,0,50,112,5,9
92,1,1,1,0,14,4,18,0,0,3,10,14,54,0,13
93,19,51,58,0,9,0,0,0,0,0,0,5,44,5,11
94,3,17,18,12,9,1,1,2,0,1,1,5,28,6,15
95,143,85,85,9,22,8,2,2,0,3,1,6,53,0,32
96,30,23,30,6,30,11,5,6,0,1,1,3,72,0,18
97,4,8,30,1,33,15,4,1,0,5,0,4,77,2,2
98,0,20,22,8,18,4,4,0,0,1,0,2,37,2,20
99,49,44,45,0,30,7,2,0,0,2,0,19,68,6,34
100,0,29,18,6,10,2,1,0,0,0,0,2,33,4,2
101,11,45,42,9,38,18,4,0,0,3,2,2,104,2,49
102,11,31,36,2,13,0,0,0,0,0,0,0,22,2,7
103,33,67,70,3,43,7,1,0,0,6,0,6,76,2,35
104,96,93,122,10,39,10,14,50,0,3,12,4,120,4,3
105,69,79,101,4,38,15,22,6,0,2,20,9,112,4,48
106,32,77,79,12,65,12,12,0,0,4,13,8,133,2,70
107,12,33,30,3,26,9,2,4,0,3,11,10,38,6,16
108,7,99,97,7,17,4,1,0,0,2,0,12,38,6,23
109,18,7,7,0,16,7,6,5,0,2,0,2,60,2,31
110,31,20,28,6,18,7,15,1,0,5,6,9,59,2,4
111,3,15,16,6,14,0,0,0,0,0,0,14,34,0,16
112,372,121,119,18,63,5,5,4,0,1,2,12,106,2,46
113,4,38,39,6,56,4,5,0,0,4,1,2,97,4,44
114,13,20,19,1,14,3,0,1,0,0,0,18,32,4,15
115,0,10,5,866,8,0,0,0,0,0,0,2,18,3,7
116,14,13,16,2,13,31,8,6,0,17,9,2,24,0,10
117,3,27,23,0,8,31,3,10,0,10,6,4,12,0,7
118,38,88,99,6,13,22,20,0,0,14,5,22,62,0,30
119,14,25,29,3,10,0,0,0,0,0,0,2,14,2,9
120,7,16,36,5,15,7,0,0,0,0,0,0,43,3,11
121,24,15,15,1,7,1,0,0,0,0,0,10,22,7,8
122,72,60,65,7,46,3,9,4,0,3,6,17,69,23,32
123,6,16,14,0,7,3,9,14,0,0,3,2,17,2,6
124,0,9,13,2,11,12,13,3,0,2,8,4,21,2,10
125,17,20,20,6,19,12,16,0,0,14,7,0,44,0,27
126,36,13,3,4,19,13,3,0,0,3,1,8,8,2,9
127,7,53,26,19,66,38,29,0,0,27,7,8,38,0,40
128,33,103,77,27,88,44,51,4,2,34,19,2,34,2,27
129,61,132,103,23,91,71,35,1,1,24,8,30,68,2,18
130,6,40,13,16,37,9,0,0,0,0,0,5,24,0,22
131,4,85,47,29,85,36,34,2,2,29,9,7,31,4,38
132,54,34,14,7,46,25,13,3,1,8,6,16,54,0,35
133,11,146,91,47,92,57,66,0,0,37,23,0,0,0,32
134,43,104,60,45,104,90,94,0,4,81,17,33,81,0,8
135,10,102,73,24,56,29,36,1,6,18,13,13,32,0,36
136,9,33,25,12,28,11,8,0,0,9,0,8,21,1,18
137,11,18,4,4,22,5,3,1,0,2,0,6,24,0,12
138,3,27,19,3,16,9,11,0,0,7,4,4,7,2,8
139,6,11,4,1,11,5,0,0,0,0,0,15,27,5,18
140,62,115,81,34,67,24,32,2,4,24,10,10,28,4,4
141,76,76,45,16,66,17,16,0,0,13,6,4,17,3,3
142,48,80,58,11,59,21,10,0,0,8,1,27,46,3,33
143,0,45,22,15,47,11,12,0,1,8,4,9,31,0,32
144,15,25,9,6,18,9,1,2,0,1,0,2,8,4,10
145,10,33,21,6,20,4,0,0,0,0,0,5,13,2,13
146,124,72,61,29,143,72,81,3,1,66,17,17,53,1,47
147,136,44,27,10,29,6,5,1,1,5,1,2,17,1,1
148,1,7,3,0,59,87,126,1,9,90,26,6,58,1,39
149,82,35,8,68,41,27,29,0,0,23,6,6,35,0,20
150,11,39,18,14,36,10,12,0,0,7,6,2,4,1,8
151,12,51,36,9,44,15,7,0,0,5,2,5,11,3,12
152,34,117,63,46,83,19,0,0,0,0,0,7,64,9,20
153,13,68,39,21,59,21,16,0,0,12,4,6,19,0,2
154,39,163,118,25,83,42,38,0,0,35,3,25,52,1,59
155,13,8,2,0,34,22,40,1,1,21,21,1,12,0,13
156,39,90,65,19,49,20,17,2,1,13,5,8,25,0,28
157,33,149,144,5,37,17,1,1,1,1,1,10,24,0,30
158,26,73,55,8,46,27,46,1,0,29,11,6,26,0,20
159,8,21,10,4,54,37,42,0,5,31,13,2,18,1,21
160,34,158,72,41,132,25,2,0,0,2,0,30,83,0,70
161,28,41,29,9,24,6,5,1,2,3,2,3,22,0,19
162,1,7,4,1,16,6,8,2,2,5,7,7,15,3,18
163,2,64,51,3,12,0,0,0,0,0,0,12,32,7,24
164,7,11,7,3,16,0,0,0,0,0,0,19,26,0,16
165,86,256,242,5,68,11,9,0,0,5,3,11,36,14,6
166,16,64,61,8,27,8,5,0,2,4,1,1,11,1,1
167,6,44,40,6,24,8,0,0,0,0,0,4,19,0,4
168,18,41,37,5,44,23,10,1,7,2,5,8,25,6,22
169,39,42,33,6,26,6,1,3,3,1,3,8,31,0,6
170,114,177,142,23,73,36,28,0,1,24,7,16,49,2,11
171,3,69,39,27,67,33,30,0,5,24,8,9,22,4,20
172,51,67,34,2,46,30,23,0,0,13,7,4,9,1,1
173,199,124,120,14,92,25,6,0,0,7,0,46,76,48,57
174,10,32,26,1,15,7,5,0,0,3,1,6,12,1,9
175,1,14,6,7,17,2,2,1,0,2,0,4,31,1,27
176,37,29,17,7,27,21,11,0,0,12,0,7,30,4,5
177,2,38,17,8,27,6,6,0,1,5,1,5,23,0,23
178,59,73,55,20,60,29,3,0,0,1,0,6,20,4,20
179,38,113,81,20,58,23,4,1,0,4,1,0,0,0,19
180,54,79,52,26,58,34,45,0,0,26,20,11,29,1,21
181,13,71,45,12,44,14,7,3,0,6,0,6,28,5,12
182,11,34,22,4,47,10,5,1,2,4,2,14,17,13,17
183,17,51,37,4,37,14,9,0,4,5,4,14,58,2,23
184,2,20,12,9,17,8,0,0,0,0,0,3,18,3,18
185,21,26,17,16,19,8,2,0,0,1,0,9,34,1,20
186,23,17,10,2,21,30,11,3,0,8,3,14,27,1,31
187,18,31,17,4,40,26,21,2,4,11,6,3,16,4,19
188,72,129,118,8,38,7,5,1,1,4,0,8,31,2,29
189,322,98,64,25,64,20,16,1,0,7,4,9,33,11,23
190,27,15,8,1,23,13,3,0,0,5,4,2,10,1,9
191,94,158,114,29,111,52,35,3,1,22,10,14,62,4,73
192,7,35,30,1,12,4,0,3,0,0,0,2,8,1,7
193,1,26,17,10,22,6,0,8,0,0,0,4,21,0,16
194,3,21,18,11,35,9,3,0,1,4,1,2,12,2,13
195,24,17,29,2,8,1,0,0,0,0,0,3,10,4,9
196,24,58,44,7,52,11,12,3,2,6,2,4,27,2,26
197,14,91,68,16,48,20,8,0,2,3,5,5,13,1,9
198,13,85,58,41,71,33,26,3,0,14,11,14,49,0,49
199,75,34,16,2,41,8,0,0,0,1,0,4,23,5,12
200,36,149,131,14,49,10,9,0,2,10,0,12,42,3,40
201,8,35,18,8,32,9,5,0,3,4,1,10,44,13,2
202,36,123,68,20,87,54,17,0,1,14,3,33,91,2,76
203,0,37,24,5,24,5,4,0,0,3,0,11,22,0,22
204,26,12,8,2,30,23,26,1,2,12,8,3,15,1,13
205,45,86,35,161,59,22,5,0,0,5,1,1,38,1,33
206,15,19,8,5,20,3,2,0,0,1,0,5,17,2,2
207,45,25,12,6,22,24,10,0,0,4,5,4,16,0,6
208,18,27,10,32,46,14,14,0,2,10,2,11,30,0,30
209,0,3,2,0,12,15,9,3,2,10,5,8,11,1,13
210,38,84,63,18,60,20,17,2,1,14,3,15,41,1,37
211,27,42,32,7,33,24,21,1,0,20,0,23,39,0,36
212,5,10,8,3,10,6,5,0,0,5,0,15,13,0,17
213,133,25,13,4,21,5,4,0,2,3,1,5,24,1,24
214,88,24,15,2,14,5,7,0,0,2,5,1,6,1,12
215,7,81,42,25,57,23,27,0,4,20,12,3,19,3,20
216,17,59,40,19,48,13,8,1,0,1,7,6,19,10,23
217,4,43,21,12,40,10,0,0,0,0,0,6,26,0,23
218,0,1,0,0,29,28,34,0,12,14,11,1,14,0,12
219,0,30,23,5,20,5,4,0,0,2,0,5,12,0,12
220,4,79,38,28,67,32,26,0,0,15,7,0,0,0,28
221,12,62,43,15,35,11,19,0,0,4,3,0,0,0,18
222,89,206,120,22,140,51,14,0,0,26,8,0,0,0,122
223,42,82,52,16,66,63,29,0,0,26,9,0,0,0,96
224,9,33,15,0,52,5,0,0,0,0,0,0,0,0,72
225,0,18,16,3,18,31,15,0,0,15,8,0,0,0,35
226,47,59,35,7,52,20,14,0,0,8,8,0,0,0,21
227,0,15,7,5,19,28,11,0,0,5,2,0,0,0,21
228,7,34,23,0,29,10,5,0,0,3,0,0,0,0,15
229,14,40,23,15,31,14,7,0,0,8,7,0,0,0,30
230,1,42,25,15,29,14,13,0,0,6,3,0,0,0,14
231,18,86,66,10,48,30,11,0,0,13,8,0,0,0,27
232,20,102,48,19,73,30,13,0,0,22,14,0,0,0,32
233,7,60,44,6,29,17,10,0,0,4,4,0,0,0,16
234,47,290,228,24,139,29,16,0,0,22,5,0,0,0,89
235,32,22,26,0,9,3,3,0,0,0,0,0,0,0,10
236,136,207,138,35,142,52,52,0,0,18,14,0,0,0,85
237,22,89,55,12,53,19,20,0,0,8,2,0,0,0,29
238,35,128,77,19,59,20,14,0,0,12,3,0,0,0,41
239,44,30,10,6,24,13,6,0,0,9,4,0,0,0,1
240,11,105,91,7,122,48,37,0,0,24,4,0,0,0,71
241,33,66,32,8,63,24,12,0,0,11,3,0,0,0,24
242,3,92,51,18,105,43,40,0,0,18,13,0,0,0,6
243,4,43,27,0,20,11,4,0,0,2,0,0,0,0,13
244,23,88,70,9,38,11,8,0,0,7,2,0,0,0,37
245,41,160,152,14,40,15,10,0,0,7,2,0,0,0,32
246,42,103,80,12,53,13,6,0,0,6,13,0,0,0,25
247,23,150,78,35,149,47,41,0,0,17,21,0,0,0,73
248,4,41,30,11,33,12,8,0,0,7,1,0,0,0,5
249,7,30,20,8,35,13,15,0,0,2,0,0,0,0,21
250,8,42,16,11,37,17,8,0,0,7,4,0,0,0,18
251,12,32,17,136,20,5,0,0,0,0,0,0,0,0,15
252,1,47,21,8,39,19,10,0,0,1,1,0,0,0,51
253,10,62,30,20,51,30,17,0,0,18,3,0,0,0,20
254,7,43,34,8,43,23,31,0,0,4,7,0,0,0,1
255,6,56,37,11,38,11,8,0,0,5,1,0,0,0,17
256,18,17,7,5,24,9,6,0,0,2,0,0,0,0,19
257,19,42,26,11,24,7,5,0,0,5,2,0,0,0,6
258,11,25,20,57,19,11,8,0,0,3,3,0,0,0,9
259,0,0,0,0,77,0,0,0,0,0,0,0,0,0,29
260,26,52,41,6,34,15,22,0,0,4,7,0,0,0,23
261,4,45,22,13,35,14,4,0,0,9,5,0,0,0,26
262,67,27,16,7,20,5,1,0,0,4,0,0,0,0,19
263,34,55,34,24,38,0,0,0,0,0,0,0,0,0,16
264,45,179,106,49,124,53,20,0,0,32,12,0,0,0,53
265,29,96,59,20,79,35,13,0,0,25,16,0,0,0,4
266,30,166,99,21,110,26,20,0,0,8,2,0,0,0,66
267,17,77,26,15,80,35,23,0,0,11,8,0,0,0,33
268,6,66,58,8,26,14,11,0,0,7,2,0,0,0,10
269,9,26,14,11,27,7,3,0,0,6,1,0,0,0,20
270,7,62,49,10,27,8,1,0,0,0,0,0,0,0,3
271,10,63,39,5,65,23,27,0,0,13,11,0,0,0,45
272,2,24,8,8,20,12,11,0,0,4,6,0,0,0,16
273,83,29,21,8,19,12,15,0,0,5,2,0,0,0,15
274,28,51,40,11,71,30,23,0,0,8,13,0,0,0,21
275,28,73,44,12,80,33,30,0,0,11,11,0,0,0,70
276,7,33,21,7,27,9,5,0,0,3,6,0,0,0,25
277,4,33,19,7,36,12,6,0,0,9,0,0,0,0,23
278,0,17,12,1,21,44,46,0,0,16,8,0,0,0,31
279,13,59,39,2,40,2,2,0,0,1,0,0,0,0,23
280,3,29,22,4,23,14,2,0,0,6,4,0,0,0,2
281,14,12,15,1,9,4,0,0,0,0,0,14,13,6,9
282,8,24,20,8,22,0,3,0,0,0,1,10,18,7,7
283,1,32,27,7,22,0,17,0,0,1,12,4,10,4,6
284,51,76,94,12,41,0,15,0,0,1,37,6,24,4,17
285,4,27,33,6,33,2,0,0,0,0,0,11,30,4,16
286,0,0,3,0,2,10,11,0,0,10,1,15,22,2,10
287,0,14,18,6,52,7,0,0,0,0,0,13,41,11,21
288,35,68,86,2,26,1,3,0,0,0,1,8,32,7,15
289,14,43,34,5,18,1,3,0,0,0,1,4,14,1,9
290,0,0,12,0,88,1,0,0,0,0,0,2,8,2,7
291,83,111,116,15,56,4,0,0,0,0,0,12,17,11,2
292,1,43,33,14,31,0,3,0,0,0,2,2,8,2,3
293,10,27,27,4,35,5,0,0,0,1,0,8,39,4,19
294,30,33,32,1,14,1,1,0,0,1,1,6,6,2,4
295,58,49,65,8,48,4,0,0,0,0,1,10,72,13,34
296,2,22,19,4,22,1,6,0,0,0,4,10,29,6,13
297,0,6,9,2,26,2,12,0,0,1,24,18,39,13,16
298,36,67,43,9,54,2,22,0,0,0,7,18,40,17,17
299,44,15,9,4,8,4,11,0,0,11,0,1,11,0,10
300,1,19,9,7,12,4,16,0,0,11,6,3,14,1,0
301,8,43,37,1,12,5,18,0,0,7,1,4,21,2,24
302,4,78,59,15,33,27,48,0,0,66,24,14,78,0,46
303,25,55,36,4,28,54,75,0,0,68,31,14,92,0,68
304,1,9,6,253,5,0,0,0,0,0,0,2,6,1,5
305,10,28,27,6,17,8,3,0,0,3,0,25,57,4,26
306,21,45,52,2,7,0,0,0,0,0,0,1,8,1,7
307,34,21,17,4,9,3,1,0,0,0,0,1,9,0,10
308,0,10,0,22,11,0,0,0,0,0,0,18,31,6,13
309,0,0,0,0,0,7,42,0,0,28,28,1,1,1,3
310,30,38,32,8,12,20,36,0,0,20,2,3,12,3,14
311,5,30,20,3,16,0,0,0,0,0,0,2,27,0,1
312,21,24,13,7,13,0,0,0,0,0,0,2,14,4,14
313,88,11,5,0,11,5,5,0,0,2,0,0,0,0,13
314,27,32,18,13,17,3,14,0,0,13,3,2,19,1,10
315,2,35,30,0,5,0,0,0,0,0,0,6,12,7,9
316,39,25,17,2,11,8,10,0,0,17,1,12,22,4,1
317,2,30,16,11,24,18,61,0,0,33,22,20,34,0,29
318,14,56,37,8,21,10,16,0,0,23,4,9,26,2,26
319,30,31,24,1,17,2,0,0,0,0,0,8,14,3,15
320,35,51,53,4,19,0,0,0,0,0,0,8,38,9,20
321,0,0,0,0,0,90,0,9,0,31,46,0,0,0,0
322,8,54,63,45,44,9,17,0,0,3,4,16,92,21,42
323,0,17,22,6,21,6,11,0,0,7,2,16,38,5,20
324,0,12,7,67,6,4,11,0,0,3,0,8,29,2,10
325,0,0,0,0,1,93,0,1,0,10,8,2,12,0,5
326,13,13,13,4,22,10,6,0,0,1,2,10,42,6,9
327,71,36,39,4,17,2,0,0,0,0,0,18,41,9,16
328,40,72,79,4,17,2,0,0,0,0,0,15,49,11,20
329,26,12,17,1,12,9,7,0,0,4,6,6,18,5,6
330,18,33,43,0,13,3,4,0,0,2,2,9,19,12,9
331,9,13,14,1,13,1,0,0,0,0,0,10,21,7,13
332,35,77,84,1,12,4,5,0,0,0,2,15,41,10,21
333,4,16,23,3,22,0,0,0,0,0,0,11,46,11,17
334,22,29,37,2,11,5,7,0,0,6,1,6,13,7,7
335,82,88,177,2,131,25,0,9,0,7,1,60,218,40,141
336,0,0,12,0,9,9,34,0,0,6,26,2,23,2,3
337,14,56,57,4,19,5,4,0,0,4,2,7,52,6,2
338,59,56,65,2,18,6,4,0,0,4,0,8,46,2,21
339,6,5,13,0,13,9,5,3,1,6,1,6,24,3,16
340,76,49,57,0,19,9,4,4,1,0,1,2,16,4,10
341,46,69,72,8,55,37,15,6,4,6,2,5,62,0,31
342,90,46,63,5,44,35,29,4,7,10,3,9,76,5,39
343,16,13,15,3,19,12,6,1,1,4,1,6,21,3,11
344,111,128,142,119,45,8,3,2,1,2,0,13,55,4,26
345,2,21,34,2,20,2,1,0,0,0,1,4,28,3,14
346,50,25,26,5,18,9,5,1,1,4,0,6,27,3,14
347,4,11,12,668,5,0,0,0,0,0,0,0,8,0,4
348,5,11,16,0,15,2,0,0,0,0,0,13,31,9,15
349,131,81,73,8,37,31,18,2,3,6,3,11,49,4,23
350,0,0,5,0,12,12,7,0,1,5,3,19,28,13,11
351,34,12,13,0,6,2,0,0,0,0,0,7,15,4,6
352,6,20,27,3,13,0,0,0,0,0,0,6,14,7,9
353,13,38,32,7,31,17,14,8,4,5,3,21,51,21,22
354,40,12,39,0,44,75,20,0,6,12,4,22,87,17,39
355,19,29,32,5,24,13,5,1,2,5,2,6,31,5,15
356,57,20,29,1,11,0,0,0,0,0,0,6,31,4,10
357,0,0,8,0,22,26,10,0,3,6,3,10,26,7,15
358,29,22,19,0,10,0,0,0,0,0,0,4,14,3,7
359,33,8,32,0,26,40,26,0,5,18,7,27,63,21,29
360,340,126,169,6,87,13,1,1,0,0,0,0,112,0,57
361,6,25,27,4,37,32,8,10,1,10,1,9,25,11,14
362,0,0,6,0,9,35,8,1,1,8,2,6,22,3,12
363,8,17,19,5,12,0,0,0,0,0,0,6,22,4,14
364,28,60,63,9,33,13,5,0,2,3,1,4,54,4,29
365,70,9,35,1,14,146,10,9,17,19,10,28,43,17,19
366,0,0,6,0,6,43,5,16,11,24,8,15,8,12,6
367,20,15,23,2,15,4,2,1,0,3,0,12,28,3,10
368,0,0,0,0,0,55,0,22,2,20,6,0,0,0,0
369,0,2,12,0,9,20,12,0,1,12,2,12,27,6,16
370,0,0,5,0,14,70,27,8,8,14,6,18,57,12,6
371,18,16,25,5,17,6,3,0,0,1,0,6,17,6,11
372,8,12,12,5,13,4,3,0,1,2,1,5,27,3,14
373,69,81,73,2,25,0,0,0,0,0,0,20,31,2,13
374,18,23,26,6,12,0,0,0,0,0,0,8,18,6,3
375,9,16,15,4,21,0,0,0,0,0,0,2,33,0,22
376,3,39,44,4,8,0,0,0,0,0,0,2,12,2,7
377,69,23,45,0,13,0,0,0,0,0,0,12,21,15,2
378,3,20,19,7,15,0,0,0,0,0,0,8,34,3,12
379,57,89,99,318,33,0,0,0,0,0,0,5,94,0,32
380,16,19,30,1,17,0,0,0,0,0,0,5,35,0,20
381,39,54,56,7,38,0,0,0,0,0,0,4,59,0,29
382,8,14,25,0,16,0,0,0,0,0,0,11,18,7,10
383,14,89,94,4,38,0,0,0,0,0,0,8,42,0,15
384,11,27,33,0,8,0,0,0,0,0,0,7,10,6,7
385,15,29,47,2,16,0,0,0,0,0,0,6,28,6,9
386,7,17,23,1,11,0,0,0,0,0,0,6,23,0,12
387,11,62,61,2,13,0,0,0,0,0,0,4,18,2,3
388,10,14,13,2,14,0,0,0,0,0,0,10,37,19,11
389,2,22,22,5,13,0,0,0,0,0,0,4,23,2,10
390,0,27,25,2,15,0,0,0,0,0,0,6,18,4,7
391,13,40,45,2,19,0,0,0,0,0,0,10,29,13,12
392,0,9,7,916,8,0,0,0,0,0,0,2,15,0,2
393,15,64,64,6,32,0,0,0,0,0,0,23,47,24,24
394,18,21,31,3,12,0,0,0,0,0,0,8,33,4,5
395,41,19,19,3,7,0,0,0,0,0,0,3,8,4,4
396,9,42,31,5,34,0,0,0,0,0,0,4,38,2,19
397,16,23,24,4,17,0,0,0,0,0,0,4,30,5,15
398,4,20,26,3,15,0,0,0,0,0,0,10,32,7,2
399,80,13,16,0,9,0,0,0,0,0,0,12,15,0,1
400,5,21,27,6,20,0,0,0,0,0,0,25,28,22,16
401,33,153,157,0,106,0,0,0,0,0,0,8,159,6,70
402,38,65,70,4,14,0,0,0,0,0,0,11,30,0,11
403,56,299,324,5,64,0,0,0,0,0,0,34,103,43,50
404,32,51,43,5,32,0,0,0,0,0,0,12,53,2,21
405,6,33,32,0,9,0,0,0,0,0,0,4,16,0,2
406,30,115,131,3,38,0,0,0,0,0,0,20,49,23,27
407,33,46,30,3,30,11,11,4,0,5,3,0,0,0,2
408,41,60,60,1,32,21,24,0,0,4,3,0,0,0,48
409,73,19,14,0,26,41,39,1,0,14,10,0,0,0,36
410,10,16,11,0,35,41,28,2,0,17,11,0,0,0,49
411,14,34,24,6,14,4,5,0,0,1,2,0,0,0,16
412,53,28,20,3,21,3,0,0,0,0,0,0,0,0,13
413,19,95,70,64,29,28,44,11,0,7,2,0,0,0,44
414,15,26,15,9,17,7,3,0,0,3,0,0,0,0,20
415,63,59,47,4,32,13,11,0,0,5,7,0,0,0,1
416,14,24,17,4,57,61,54,1,0,35,17,0,0,0,56
417,13,73,68,1,30,13,11,0,0,5,7,0,0,0,20
418,22,48,31,6,46,25,45,1,0,17,4,0,0,0,42
419,17,64,42,7,35,0,0,0,0,0,0,0,0,0,38
420,56,26,19,6,21,34,25,0,0,28,47,0,0,0,49
421,24,114,96,10,36,23,9,0,0,15,15,0,0,0,3
422,22,26,23,0,25,3,0,0,0,0,0,0,0,0,23
423,45,140,108,18,90,97,59,9,0,29,12,0,0,0,142
424,13,27,21,2,17,20,6,0,0,3,3,0,0,0,27
425,4,28,16,9,21,20,18,1,0,18,13,0,0,0,27
426,34,17,9,3,14,4,4,2,0,2,3,0,0,0,20
427,70,31,37,0,30,34,34,8,0,31,15,0,0,0,42
428,30,73,59,4,25,34,30,2,0,26,14,0,0,0,41
429,18,66,44,6,42,37,47,0,0,16,6,0,0,0,70
430,27,97,53,9,60,60,25,3,0,41,22,0,0,0,22
431,0,52,24,0,45,1,0,0,0,0,0,0,0,0,5
432,12,20,16,0,11,15,10,6,0,9,1,0,0,0,2
433,13,25,19,0,19,8,3,0,0,3,1,0,0,0,20
434,11,24,8,246,20,2,0,1,0,0,0,0,0,0,22
