11,5787,1,8,3,8,0,40750200,992,23,83,69,80571.26,64537864505,3.36,9.9,16.76,1817.79,3.68,13.71,94,10,0,39,4,48,0,6,0,0,0,0,45,0,0,29
12,5997,2,7,5,8,0,40750200,992,3,83,33,29774.2,3127158627,2.68,7.74,26.33,2940.26,2.74,7.62,188,0,0,37,0,8,0,2,0,0,0,0,37,2,0,48
13,6154,0,,0,8,0,40750200,992,1,83,,680770.75,78236411061,0.06,1.72,20.07,901.53,2.06,2.57,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
14,6724,1,9,3,12,0,9172800,247,5,74,60,178840.25,74788337018,1.43,0.68,16.09,2582.82,4.51,19.44,45,1,0,22,0,4,0,4,0,0,0,0,23,2,0,45
15,6887,1,8,3,12,0,9172800,247,4,74,25,,,,,3.15,0.99,30.15,1899.91,11583,0,0,9,0,0,0,0,0,0,0,0,9,0,0,11
16,7356,1,9,3,16,0,10123200,447,10,71,70,195385.5,1.37988E+11,2.05,2.54,18.24,2676.41,3.77,14.15,89,0,0,34,0,2,0,6,0,0,0,0,34,6,0,50
17,7403,2,8,4,16,0,10123200,447,10,71,70,59744.4,25370416787,3.07,8.06,16.2,2100,4.04,16.94,83,0,0,26,0,1,0,3,0,0,0,0,26,3,0,45
18,7427,2,9,6,16,0,10123200,447,3,71,66,187187.38,94902694036,1.27,0.14,12.18,1775.54,5.09,26.12,17,0,0,7,0,15,0,11,0,0,0,0,7,11,0,36
19,7480,0,,0,16,0,10123200,447,3,71,33,98430.38,31869075147,2.15,2.84,14.06,1127.33,3.67,13.35,0,0,0,0,0,72,0,3,0,0,0,0,0,2,0,18
20,7511,1,11,1,16,0,10123200,447,5,71,20,96406.18,31145821333,1.78,1.93,17.02,2027.24,3.5,12.4,120,0,0,34,0,20,0,12,0,0,0,0,34,12,0,63
21,7565,0,,0,16,0,10123200,447,1,71,,47357.64,12941347741,2.98,7.71,16.78,1848.93,3.73,14.64,371,7,0,93,1,30,0,24,0,0,0,1,99,17,1,167
22,7595,1,,0,16,0,10123200,447,,71,,255113.86,1.06969E+11,1.26,0.21,9.55,856.04,4.92,28.35,132,1,0,40,0,39,0,19,0,0,0,0,41,18,0,97
23,7662,0,,0,16,0,10123200,447,6,71,66,57600.72,15193334526,3.36,11.1,12.18,1583.23,4.98,25.51,88,1,0,44,0,33,0,27,0,0,0,1,45,26,1,183
24,7716,1,9,3,16,0,10123200,447,45,71,51,93569.17,14729660643,1.58,1.17,20.97,2425.09,3.63,13.94,10,1,0,7,0,35,0,11,0,0,0,0,8,10,0,79
25,7741,0,,0,16,0,10123200,447,4,71,50,9614.57,503761025.4,2.04,2.17,20.04,2370.06,3.39,11.24,50,0,0,17,0,8,0,6,0,0,1,1,17,6,1,36
26,7855,1,9,6,16,0,10123200,447,6,71,83,26133.92,3782842431,2.85,7.61,9.37,787.54,5.52,34.61,164,1,0,42,0,13,0,17,0,0,0,0,43,16,0,99
27,7879,0,,0,16,0,10123200,447,4,71,25,108497.92,24547874751,1.34,0.15,9.47,979.71,5.37,31.97,135,1,0,60,0,39,0,33,0,0,0,0,61,32,0,116
28,7926,2,9,6,16,0,10123200,447,2,71,,40707.18,12983450692,3.76,14.25,3.8,93.44,16.98,340.72,7339,1,0,116,0,49,0,58,0,0,0,2,117,57,2,267
29,7938,0,,0,16,0,10123200,447,2,71,,49162.3,9161503077,2.35,4.76,5.35,418.48,10.07,111.86,1309,1,0,60,1,37,0,28,0,0,0,0,60,28,0,175
30,8005,0,,0,16,0,10123200,447,1,71,,460442.5,33056870203,0.56,1.14,13.77,445.99,2.94,10.59,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
31,8012,0,,0,16,0,10123200,447,1,71,,43052.9,11682362293,3.34,10.66,13.97,1681.55,4.25,19.07,240,0,0,128,0,54,0,24,0,0,0,0,129,24,0,176
32,8031,0,,0,16,0,10123200,447,4,71,50,287671.67,1.58905E+11,1.36,0.3,6.9,539.19,5.45,32.63,0,0,0,1,0,53,0,7,0,0,0,0,1,7,0,30
33,8057,0,,0,16,0,10123200,447,6,71,50,20458.89,1777003601,2.74,6.93,28.94,2552.36,2.44,5.88,234,0,0,28,0,9,0,5,0,0,0,0,28,5,0,62
34,8976,1,9,3,11,0,11547000,498,4,75,75,452101.75,80484816377,0.34,1.42,10.43,657.81,3.54,12.13,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,3
35,9057,2,9,3,11,0,11547000,498,1,75,,103303.35,48276171881,2.37,4.15,20.55,2016.51,3.22,11.09,306,11,0,14,9,111,0,9,0,0,7,3,16,7,3,126
36,9102,2,9,3,11,0,11547000,498,35,75,48,268986.17,85709748828,0.38,1.64,14.48,1461.58,4.46,22.43,0,0,0,2,1,26,0,4,0,0,0,0,1,5,0,20
37,9147,1,7,7,11,0,11547000,498,4,75,50,114984.29,38569479759,1.75,1.44,14.33,2355.81,4.29,18.57,29,0,0,17,0,0,0,0,0,0,0,0,17,0,0,30
38,9280,1,7,4,11,0,11547000,498,7,75,71,275290.2,90934383519,1.19,0.25,8.81,308.07,3.71,15.45,13,0,0,14,0,26,0,0,0,0,0,0,14,1,0,6
39,9449,0,,0,11,0,11547000,498,4,75,25,161095.5,1.32783E+11,2.22,3,3.6,75.61,25.08,662.75,5129,1,0,14,0,9,0,1,0,0,0,0,15,0,0,30
40,9640,0,,0,11,0,11547000,498,3,75,0,115246.77,1.34985E+11,3.16,8.04,18.06,2193.79,3.75,13.91,23,5,0,17,3,65,1,4,0,0,0,1,19,3,0,19
41,9802,1,9,3,11,0,11547000,498,3,75,33,13807.33,809048776.2,1.78,1.19,20.04,1820.24,2.7,6.56,45,1,0,14,1,1,0,0,0,0,0,0,15,0,0,27
42,9967,0,,0,18,0,10972740,1526,,73,,15725.77,1844601689,3.61,13.57,26.69,3583.32,2.77,6.95,829,74,0,57,72,220,0,24,0,0,0,0,59,22,0,151
43,10018,0,,0,18,0,10972740,1526,3,73,66,68702.05,49101471853,3.88,13.81,27.91,3184.25,2.53,5.76,168,38,0,14,39,58,0,10,0,0,0,0,13,12,0,71
44,10244,1,9,6,18,0,10972740,1526,3,73,66,20887.62,5151121787,4.88,23.6,37.21,4097.23,2.12,3.89,399,63,0,12,56,144,0,9,0,0,0,0,19,2,0,11
45,10249,1,9,0,18,0,10972740,1526,5,73,100,79924.47,21559282579,3.09,10.31,26.22,2701.01,2.58,6.31,381,66,0,16,55,238,0,27,0,0,0,0,27,16,0,97
46,10545,1,9,3,18,0,10972740,1526,,73,,109694.14,39567973062,2.6,6.9,16.8,1401.04,3.54,14.51,491,82,0,15,73,184,0,21,0,0,0,0,24,12,0,88
47,10587,0,,0,18,0,10972740,1526,3,73,33,95667.29,22954092525,1.11,0.55,9.05,562.2,5.57,37.59,31,39,0,13,26,344,0,50,0,0,0,0,26,37,0,79
48,10786,1,9,3,18,0,10972740,1526,6,73,66,47171.81,16507626505,3,7.76,31.06,3717.87,2.45,5.47,441,57,0,26,55,72,0,13,0,0,0,0,28,11,0,114
49,11527,0,,0,18,0,10972740,1526,1,73,,39263.1,10133354156,3.86,16.11,26.42,2436.79,2.81,8.42,600,21,0,51,21,14,0,6,0,0,0,0,52,6,0,179
50,11866,0,,0,18,0,10972740,1526,4,73,50,51444.3,7102715121,1.5,0.72,21.29,2089.4,3.33,12,130,11,0,18,10,26,0,7,0,0,0,0,20,6,0,87
51,12622,0,,0,18,0,10972740,1526,6,73,100,51757.67,18002700770,3.13,9.31,27.6,3313.31,2.92,8.16,348,34,0,27,34,66,0,10,0,0,0,3,27,10,3,192
52,12835,0,,0,18,0,10972740,1526,6,73,66,107002.83,49882079659,3.04,8.64,20.94,2293.9,3.25,10.64,278,28,0,21,31,37,0,4,0,0,0,0,17,7,0,92
53,12959,1,9,3,18,0,10972740,1526,7,73,42,104427.7,24218582829,1.72,1.88,14.57,143.1,0.78,0.76,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
54,13169,0,,0,18,0,10972740,1526,3,73,100,30305.77,18047905696,7.52,58.97,25.44,2819.06,2.99,9.07,856,74,0,50,75,93,0,17,0,0,0,0,49,18,0,203
55,14214,0,,0,18,0,9387000,535,7,87,28,73292.71,31914210893,2.04,2.17,36.72,4327.17,2.2,4.06,120,11,0,1,11,34,0,0,0,0,0,0,1,0,0,0
56,14542,1,9,3,18,0,9387000,535,4,87,50,84651.47,57505748151,4.27,18.25,28.58,2695.49,2.24,4.48,548,53,1,28,45,118,0,10,1,0,3,3,36,2,3,11
57,14605,0,,0,18,0,9387000,535,3,87,33,85213.92,78709981169,3.02,7.09,39.72,3863.03,2.07,3.79,170,12,0,5,11,36,0,1,0,0,0,0,7,0,0,2
58,15524,1,9,6,5,0,9626400,545,5,85,60,61577.72,36246369793,4.64,22.47,23.31,2805.82,3.11,10.05,192,0,0,37,0,336,0,16,0,0,0,0,37,16,0,102
59,15639,1,9,3,5,0,9626400,545,3,85,33,48508.89,39836635119,6.24,40.49,16.69,2066.45,3.53,12.71,132,0,0,34,0,558,0,52,0,0,0,1,34,52,1,139
60,16109,0,,0,5,0,9626400,545,7,85,71,55748.86,50609886777,5.17,26.28,11.77,1309.49,5.37,32.47,82,0,0,25,0,273,0,11,0,0,0,0,25,11,0,71
61,16281,0,,0,5,0,9626400,545,4,85,0,97290.38,65271230506,2.27,3.14,20.7,2083.92,3.06,10.13,47,0,0,10,0,49,0,3,0,0,0,0,11,3,0,22
62,16545,1,8,4,11,0,6708600,438,5,82,20,173741.64,1.94217E+11,2.76,5.79,6.57,969.11,6.84,47.03,2,0,0,3,0,24,0,5,0,0,0,0,3,6,0,25
63,16582,1,11,1,11,0,6708600,438,5,82,20,105698.53,97210696329,3.4,9.75,14.89,2510.74,4.25,17.45,52,4,0,40,3,27,0,5,0,0,0,0,42,4,0,64
64,16676,1,,0,11,0,6708600,438,3,82,0,,,,,4.73,119.47,2.76,5.81,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,8
65,16701,1,8,3,11,0,6708600,438,3,82,66,79922,38066855635,3.12,8.88,16.37,1933.52,3.95,16.64,56,7,0,27,6,14,0,4,0,0,0,0,29,3,0,54
66,17068,0,,0,11,0,6708600,438,3,82,33,118868,53076356666,1.91,1.83,34.75,3433.8,2.16,3.72,0,0,0,2,0,28,0,2,0,0,0,0,2,1,0,7
67,17111,2,9,3,11,0,6708600,438,3,82,0,589380.25,3.1835E+11,0.82,0.85,11.57,690.84,3.94,17.01,0,0,0,6,0,1,0,2,0,0,0,0,6,2,0,40
68,17246,0,,0,11,0,6708600,438,1,82,,44610.84,11292554575,4.28,20.93,12.33,888.52,4.15,20.6,299,0,0,250,2,48,0,12,0,0,0,0,249,13,0,342
69,18566,1,,0,18,0,8695800,564,1,76,,139414.85,31344066802,1.16,0.03,5.63,366.68,8.65,97.03,148,29,0,52,19,100,0,41,0,0,0,0,62,31,0,120
70,18818,2,9,6,18,0,8695800,564,3,76,0,144876,55963468215,1.31,0.09,9.67,886.49,4.59,21.99,73,9,0,60,8,101,0,21,0,0,0,0,60,20,0,92
71,18831,0,,0,18,0,8695800,564,3,76,66,134534,71228842436,1.5,0.25,5.08,193.81,10.11,146.48,729,1,0,135,3,10,0,3,0,0,0,0,133,5,0,76
72,18834,1,,0,18,0,8695800,564,4,76,25,103744.67,52972319327,2.37,4.61,10.27,1197.05,5.19,27.88,82,19,0,34,15,52,0,6,0,0,0,0,38,2,0,37
73,19722,0,,0,12,0,9475200,797,3,77,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,20910,2,6,3,12,0,9475200,797,4,77,25,1046,1063326.8,1.41,0.13,25.4,2893.57,3.6,13.21,25,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8
75,21497,2,9,3,12,0,9475200,797,1,77,,39365.85,13274474273,4.43,21.23,29.26,2312.02,2.77,8.75,706,0,0,116,0,0,0,0,0,0,0,0,117,0,0,145
76,22659,0,,0,3,0,10555200,813,12,79,75,508752.2,1.65787E+11,0.97,0.65,40.57,3216.47,2.94,8.48,41,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3
77,22736,1,9,3,3,0,10555200,813,1,79,,41361.26,40403112056,5.24,25.67,25.54,3018.54,2.98,8.47,266,23,0,6,1,137,0,28,0,0,0,0,27,6,0,9
78,22746,1,9,3,3,0,10555200,813,6,79,50,24803.38,4163262339,2.27,3.14,14.43,1260.88,5.2,30.99,79,6,0,12,1,11,0,6,0,0,0,0,16,2,0,1
79,22792,0,,0,3,0,10555200,813,3,79,33,90704.21,96547163614,3.32,9.06,26.79,3365.01,2.89,7.75,75,2,0,1,2,5,0,0,0,0,0,0,1,0,0,0
80,22847,1,,0,3,0,10555200,813,9,79,55,417069.17,1.15139E+11,0.83,0.27,17.61,1600.99,3.23,11.03,16,3,0,4,0,50,0,6,0,0,0,0,6,4,0,9
81,23004,1,,0,3,0,10555200,813,3,79,66,186516.38,80292968167,1.54,1.33,16.21,1804.14,3.86,16.4,24,4,0,4,1,84,0,13,0,0,0,0,6,10,0,9
82,23074,2,9,3,3,0,10555200,813,6,79,83,21548.19,2655728174,3.22,10.53,22.51,2554.78,3.05,9.35,401,48,0,29,11,378,3,61,0,2,1,4,67,25,3,49
83,23091,1,9,6,3,0,10555200,813,5,79,20,100125,37962646100,1.53,0.52,25.26,2348.96,2.53,6.46,67,8,0,10,1,60,0,12,0,0,0,0,16,6,0,5
84,23204,1,9,6,3,0,10555200,813,2,79,,23212.43,11537888397,5.12,24.48,24.94,2401.01,2.88,8.82,188,20,0,6,0,163,0,29,0,0,0,0,25,9,0,6
85,23246,0,,0,3,0,10555200,813,6,79,83,57010.22,18636529036,3.47,12.1,18.66,2084.37,3.92,16.51,157,35,0,7,2,143,0,38,0,0,0,0,40,5,0,24
86,23479,0,,0,3,0,10555200,813,4,79,0,,,,,17.65,1048.23,2.91,7.92,5,0,0,3,0,2,0,1,0,0,0,0,3,1,0,3
87,23718,0,,0,3,0,10555200,813,3,79,33,148258.2,1.30939E+11,2.45,4.33,21.13,2144.26,3.44,12.4,49,9,0,2,1,34,0,10,0,0,0,0,9,3,0,1
88,23780,1,8,5,3,0,10555200,813,2,79,,21124.51,5088682883,4.88,25.06,26.44,2638.65,2.61,6.81,647,52,3,6,49,299,4,3,4,2,2,1,7,3,0,0
89,23790,0,,0,3,0,10555200,813,3,79,66,9361.5,936091469.4,3.32,9.05,27.41,2997.8,2.97,8.83,33,7,0,5,0,37,0,8,0,0,0,0,11,2,0,0
90,24516,1,9,3,16,0,12065400,902,10,69,30,92935.06,30770764961,1.69,1.18,28.62,2157.22,3.02,10.71,36,0,0,9,3,0,0,0,0,0,0,0,7,2,0,5
91,24693,0,,0,16,0,12065400,902,4,69,50,82843.77,41731900631,2.19,2.95,4.32,182.08,14.96,247.77,2105,0,0,15,1,0,0,0,0,0,0,0,15,0,0,3
92,24943,1,7,3,16,0,12065400,902,10,69,60,264895,45185927414,0.67,1.11,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
93,24956,1,9,6,16,0,12065400,902,3,69,33,42481,8550811182,2.13,2.74,41,4923.57,2.05,3.3,15,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5
94,25078,2,8,3,16,0,12065400,902,20,69,40,470528.6,76044839437,0.08,1.5,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
95,25133,2,6,3,16,0,12065400,902,8,69,0,75702.85,42741069443,4.31,20,29.95,4281.73,2.7,6.33,102,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0
96,25202,0,,0,16,0,12065400,902,3,69,33,38442.33,9877090494,3.17,8.67,20.83,1210.82,3.58,17.77,429,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
97,25213,0,,0,16,0,12065400,902,3,69,33,64763.88,34603838528,4.55,21.74,24.31,2658.48,3.17,11.06,192,0,0,31,0,0,0,0,0,0,0,0,31,0,0,17
98,25330,1,9,6,16,0,12065400,902,3,69,0,136253.78,39932801601,1.6,1.34,27.59,3219.95,2.91,8.19,67,0,0,8,0,0,0,0,0,0,0,0,8,0,0,9
99,25464,2,9,3,16,0,12065400,902,5,69,60,159009.06,1.3773E+11,2.97,8.22,16.71,1720.82,4.63,23.23,113,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3
100,25471,2,6,5,16,0,12065400,902,43,69,53,174534.4,1.24516E+11,1.9,2.09,23.85,1430.8,3.69,15.59,84,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
101,25523,0,,0,16,0,12065400,902,3,69,0,175062,81495541812,1.46,0.19,38,2400.5,1.01,0.79,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,1
102,25528,0,,0,16,0,12065400,902,5,69,40,58783.61,21976486524,2.39,3.84,23.75,2752.44,2.68,5.97,83,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
103,25615,1,8,4,16,0,12065400,902,4,69,50,66894.95,22991425137,3.05,8.9,24.63,3329.14,3.56,11.85,64,0,0,19,0,0,0,0,0,0,0,0,18,0,0,12
104,25629,0,,0,16,0,12065400,902,5,69,80,71492.9,72736108122,5.58,30.98,33.6,4508.22,2.55,5.82,156,0,0,24,0,0,0,0,0,0,0,0,24,0,0,16
105,25726,1,8,3,16,0,12065400,902,4,69,75,71622.42,48437397289,3.99,15.9,21.82,2621.44,3.46,12.29,86,0,0,25,0,0,0,0,0,0,0,0,24,0,0,8
106,26329,0,,0,4,0,10512000,272,5,82,40,140931.43,62267634544,1.85,1.71,21.63,2176.72,2.56,5.08,16,5,0,11,3,10,0,5,0,0,0,0,13,3,0,26
107,28198,1,9,3,18,0,16300800,363,4,82,25,244583.86,1.21124E+11,0.93,1.03,17.08,1335.66,3.26,11.64,60,0,0,28,0,0,0,0,0,0,0,0,29,0,0,20
108,28293,1,8,3,18,0,16300800,363,14,82,50,203349,54091326477,0.78,0.9,8.93,608.98,4.64,22.26,3,0,0,15,0,3,0,11,0,0,0,0,15,11,0,71
109,29653,2,8,5,8,0,11721600,702,1,77,,49176.37,47208788343,5.36,27.59,18.2,1806.56,3.85,15.91,210,0,0,10,0,126,0,35,0,0,0,0,10,35,0,92
110,29785,0,,0,8,0,11721600,702,3,77,100,47858.22,18070788596,3.14,9.21,20.17,1967.51,3.43,12.56,261,0,0,28,0,43,0,36,0,0,0,2,28,36,2,167
111,29811,2,8,4,8,0,11721600,702,2,77,,52975.38,30838447464,4.01,15.63,22.45,1796.48,3.42,13.1,0,1,1,1,0,250,0,25,0,0,18,8,3,24,7,76
112,30254,1,5,4,8,0,11721600,702,13,77,53,83244.26,1.07692E+11,4,14.03,9.33,681.08,6.51,51.22,839,1,0,4,0,71,0,13,0,0,0,0,5,12,0,81
113,30270,2,8,6,8,0,11721600,702,3,77,100,124648.55,77973908430,2.37,4.25,18.14,1660.9,3.61,14.16,448,8,0,42,0,152,0,71,0,0,0,0,50,63,0,73
114,34015,1,8,4,11,0,13708800,1332,17,76,64,123805.57,98100330239,2.91,7.12,11.45,1217.73,4.86,26.85,41,3,0,31,1,19,0,18,0,0,0,0,33,16,0,101
115,34018,1,8,4,11,0,13708800,1332,6,76,66,323467.67,1.40731E+11,1.08,0.26,21.97,2031.38,2.5,5.32,11,0,0,2,0,8,0,4,0,0,0,0,2,4,0,8
116,34119,2,8,4,11,0,13708800,1332,3,76,66,114318.92,90851568233,3.03,7.49,10.06,970.53,5.46,33.22,36,0,0,17,0,0,0,0,0,0,0,1,17,0,1,58
117,34337,1,9,3,11,0,13708800,1332,3,76,66,69481.06,32384502949,3.95,16.24,19.31,1799.58,3.49,14.09,258,0,0,79,0,20,0,11,0,0,0,0,79,12,0,91
118,34494,2,9,3,11,0,13708800,1332,5,76,60,117383.32,56501268598,1.81,1.39,32.8,2432.42,2.47,7.28,185,0,0,30,0,10,0,6,0,0,0,0,30,6,0,41
119,34698,1,8,5,11,0,13708800,1332,3,76,0,,,,,24.14,1450.85,1.75,1.66,7,0,0,6,0,0,0,0,0,0,0,0,7,0,0,4
120,34915,1,9,7,11,0,13708800,1332,3,76,33,109742.12,60345305669,3,8.02,14.79,1666.71,3.81,15.87,84,1,0,32,0,22,0,16,0,0,0,1,34,15,1,79
121,34968,0,,0,11,0,13708800,1332,3,76,66,32621.12,7605353521,3.04,8.07,11.59,946.74,4.39,21.11,42,0,0,19,0,7,0,2,0,0,0,0,19,2,0,65
122,35055,1,6,0,11,0,13708800,1332,,76,,83320.8,61387935579,3.92,14.7,19.6,1738.06,3.13,10.61,347,0,0,95,0,16,0,10,0,0,3,3,95,10,3,253
123,35169,1,9,3,11,0,13708800,1332,5,76,60,427508.4,2.79469E+11,0.99,0.57,14.5,1868.26,4.07,16.98,153,1,0,36,0,15,0,6,0,0,0,0,38,5,0,51
124,35955,2,6,5,11,0,13708800,1332,43,76,53,35764.59,14581512930,4.31,18.88,20.93,1654.22,3.51,14.69,513,0,0,48,0,20,0,10,0,0,0,0,48,10,0,52
125,36807,1,,6,5,0,7290000,239,2,87,,60569.85,25018565367,3.01,8.01,11.64,943.23,4.75,26.7,501,27,0,119,23,238,0,33,0,0,0,0,123,29,0,272
126,38056,1,9,6,1,0,9689400,317,5,80,60,52039.12,10349898057,1.87,1.98,24.97,3336.69,2.7,6.45,185,0,0,54,0,0,0,3,0,0,0,0,54,3,0,156
127,38707,1,6,3,15,0,10164600,471,24,67,62,88945.53,34176031774,2.16,3.03,11.81,1357.35,4.8,25.68,72,1,0,21,0,72,0,20,0,0,0,0,22,19,0,60
128,39084,2,8,3,15,0,10164600,471,2,67,,61364.59,35042012076,3.52,11.08,10.6,873.94,5.46,38.22,859,17,0,79,15,183,0,27,0,0,0,0,81,26,0,96
129,39177,2,7,3,15,0,10164600,471,5,67,0,,,,,12.5,1063.17,2.9,6.77,8,0,0,1,0,7,0,1,0,0,0,0,1,1,0,5
130,39304,2,,0,15,0,10164600,471,,67,,170591.12,48686109630,1.34,0.57,8.67,627.52,5.14,31.76,52,0,0,16,0,179,0,42,0,0,0,0,15,42,0,80
131,39389,2,9,3,15,0,10164600,471,1,67,,31472.92,12124636809,3.9,13.67,7.54,633.25,6.45,50.03,2626,2,0,146,1,566,0,64,0,0,0,0,147,63,0,196
132,39688,2,8,4,1,0,5412600,1345,10,88,70,329336,1.80241E+11,0.93,0.88,12.78,1608.26,4.4,20.69,220,36,0,47,35,69,0,32,0,0,0,0,48,31,0,63
133,40151,0,,0,1,0,5412600,1345,3,88,33,79881,34855373333,2.35,3.75,3.76,129.19,5.92,37.9,1,9,0,15,10,35,0,8,0,0,0,0,15,9,0,23
134,40185,1,7,3,1,0,5412600,1345,8,88,25,74664.23,63151865048,3.17,8.07,18.65,2519.4,3.96,16.25,40,12,0,13,16,41,0,7,0,0,0,0,9,10,0,34
135,40226,2,9,6,1,0,5412600,1345,6,88,66,26744.7,8365607102,4.61,20.14,17.41,1127.88,3.77,18.14,472,63,0,97,83,122,0,32,0,0,0,0,77,52,0,139
136,40563,1,10,6,1,0,5412600,1345,6,88,50,57882.05,15840376925,2.24,3.7,20.85,2086.13,3,9.33,290,38,0,54,32,41,0,31,0,0,0,0,61,25,0,65
137,40888,0,,0,1,0,5412600,1345,3,88,33,98001.38,31182177182,1.44,0.36,9.97,1086.08,4.77,24.2,22,14,0,37,18,30,0,10,0,0,0,0,32,14,0,72
138,41215,1,9,3,1,0,5412600,1345,4,88,25,35003.88,18785807910,5.45,29.84,8.54,757.18,5.76,40.02,25,25,0,84,45,65,0,40,0,0,0,0,64,60,0,124
139,41494,0,,0,1,0,5412600,1345,3,88,33,128119.44,93954710190,3.4,10.59,15.95,1970.09,4.18,19.14,1,0,0,2,1,93,0,0,0,0,0,0,1,1,0,2
140,42524,2,8,3,1,0,5412600,1345,3,88,33,62247,44543248191,4.18,17.18,4.76,331.24,11.66,154.69,577,56,0,85,49,71,0,41,0,0,0,0,92,34,0,81
141,42594,1,5,5,1,0,5412600,1345,4,88,25,57237.25,29166349471,3.38,10.92,14.34,1595.97,4.29,20.47,54,34,0,46,36,103,0,30,0,0,0,0,44,32,0,59
142,44245,1,7,4,15,0,10252800,868,21,84,42,257768,2.82425E+11,2.06,2.53,36.89,5066.63,2.42,4.68,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,30
143,44569,1,8,4,15,0,10252800,868,7,84,85,31365.32,21954759496,5.77,31.86,21.64,2368.77,3.18,10.46,163,0,1,30,0,0,0,0,2,0,0,4,29,0,5,67
144,45272,0,,0,15,0,10252800,868,4,84,75,77742.39,24545164443,3.12,9.19,26.18,2381.74,2.67,6.74,101,0,0,10,0,0,0,0,0,0,0,2,10,0,2,103
145,46091,1,6,3,8,0,11026800,640,24,73,62,74906.6,25323919288,3.48,12.23,26.1,3471.25,2.84,7.09,154,5,0,9,5,4,0,3,0,0,0,1,8,4,1,5
146,46489,0,,0,8,0,11026800,640,3,73,33,401484.25,1.1072E+11,0.02,1.76,38.65,3390.53,2.18,4.44,6,2,0,0,2,11,0,1,0,0,0,0,0,1,0,0
