,eid,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
18,3158,1,9.0,4,17,0,10681200,344,1.0,82,,38917.87,14266646989.88,3.67,12.47,23.78,2524.6,3.01,9.4,430,21,0,15,5,320,0,37,0,1,0,4,31,20,5,59
19,3305,0,,0,17,0,10681200,344,2.0,82,,55581.56,22803283293.62,3.16,8.67,12.23,746.3,4.52,26.51,1281,0,0,56,0,6,0,3,0,0,0,0,56,3,0,100
20,4049,1,9.0,6,8,0,40750200,992,2.0,83,,28977.15,6767400442.88,3.45,11.81,14.17,1281.74,4.25,21.32,648,9,0,165,4,631,0,95,0,0,0,2,170,90,2,273
21,4093,2,6.0,3,8,0,40750200,992,8.0,83,0.0,25520.36,4824194615.8,4.35,21.45,17.61,1876.29,3.72,15.1,576,113,0,208,93,621,0,117,0,0,1,1,228,97,1,333
22,4097,1,7.0,5,8,0,40750200,992,3.0,83,33.0,45855.73,15392659986.68,3.88,16.47,19.52,1597.74,3.41,13.39,160,1,0,33,0,159,0,19,0,0,0,0,35,17,0,63
23,4126,1,7.0,3,8,0,40750200,992,6.0,83,66.0,23914.48,10581892002.73,5.23,26.11,11.9,1174.39,4.89,26.57,1038,62,0,64,48,290,0,34,0,0,0,0,79,20,0,111
24,4143,1,7.0,5,8,0,40750200,992,10.0,83,80.0,63382.43,17162815827.47,2.7,6.88,13.82,1351.62,4.63,24.04,281,14,0,149,7,219,0,68,0,0,0,0,156,61,0,209
25,4152,1,6.0,0,8,0,40750200,992,1.0,83,,20638.23,3760845000.46,3.7,14.23,12.17,1218.7,4.9,27.41,331,17,0,107,15,389,0,41,0,0,0,0,108,39,0,219
26,4177,2,5.0,4,8,0,40750200,992,8.0,83,0.0,19355.77,2077117602.87,4.67,28.45,23.6,2183.02,3.02,9.8,1694,27,1,415,27,303,0,43,0,0,0,6,416,43,5,596
27,4349,1,7.0,4,8,0,40750200,992,1.0,83,,24624.7,3949675924.03,3.55,12.34,14.23,1540.88,4.39,21.31,455,5,0,155,3,371,0,39,0,0,0,0,158,37,0,374
28,4406,1,7.0,3,8,0,40750200,992,19.0,83,15.0,58943.5,13161310454.58,2.77,7.85,15.46,1899.85,4.17,18.31,319,18,0,38,11,261,0,32,0,0,0,0,45,25,0,151
29,4443,2,9.0,3,8,0,40750200,992,4.0,83,25.0,110999.0,60083701676.52,2.1,2.85,19.69,1846.82,3.85,16.43,7,53,0,57,26,327,0,70,0,0,0,0,84,43,0,147
30,4604,2,6.0,4,8,0,40750200,992,6.0,83,66.0,28242.95,9553593520.6,4.65,22.85,11.19,1059.96,5.08,29.96,516,37,0,132,31,543,0,95,0,0,0,0,138,89,0,290
31,4651,2,,0,8,0,40750200,992,7.0,83,57.0,34273.66,13275879903.99,5.12,30.44,13.63,1360.59,4.63,24.15,538,15,0,167,7,531,0,113,0,0,0,3,175,105,3,504
32,4691,1,7.0,0,8,0,40750200,992,17.0,83,17.0,67041.74,16044702087.45,2.34,4.56,5.4,250.84,8.04,85.8,76,8,0,66,4,77,0,13,0,0,0,0,70,9,0,68
33,4737,2,9.0,3,8,0,40750200,992,8.0,83,25.0,345792.33,224879164373.56,0.9,0.93,14.7,1669.02,4.23,19.17,22,2,0,8,2,59,0,11,0,0,0,0,8,11,0,43
34,4777,1,5.0,4,8,0,40750200,992,13.0,83,53.0,92156.3,46366756157.21,2.44,4.69,14.55,1270.99,4.57,24.31,815,15,0,27,14,595,0,47,0,0,0,0,28,46,0,134
35,4787,2,8.0,3,8,0,40750200,992,12.0,83,83.0,48523.28,27229842392.96,3.77,13.53,15.04,2131.08,4.26,18.42,189,33,0,119,21,292,0,34,0,0,0,0,131,22,0,180
36,4816,1,9.0,4,8,0,40750200,992,1.0,83,,7969.1,487375999.24,3.59,12.68,13.51,1641.26,4.54,22.17,746,19,0,170,14,499,0,100,0,0,0,2,174,95,2,326
37,4905,0,,0,8,0,40750200,992,3.0,83,66.0,85755.5,19892355679.06,2.13,4.34,16.66,1716.98,4.25,20.27,30,4,0,49,3,349,0,25,0,0,0,0,50,25,0,93
38,4933,2,,0,8,0,40750200,992,1.0,83,,68173.77,36354618787.41,3.06,7.61,11.05,783.83,4.54,23.6,306,16,0,73,19,324,0,36,0,0,0,0,71,38,0,132
39,5025,2,8.0,6,8,0,40750200,992,2.0,83,,68701.55,15216942925.01,2.11,3.95,29.96,1328.07,2.03,4.71,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0
40,5259,1,9.0,3,8,0,40750200,992,2.0,83,,67451.2,34536142468.87,3.84,14.94,11.76,934.7,4.88,28.87,354,39,0,60,30,425,0,49,0,0,0,0,69,39,0,110
41,5300,1,7.0,3,8,0,40750200,992,76.0,83,68.0,144570.38,57105550754.36,2.25,4.32,9.79,862.24,5.92,42.43,28,1,0,19,2,18,0,9,0,0,0,0,18,10,0,51
42,5425,1,7.0,3,8,0,40750200,992,1.0,83,,35610.31,29366134372.5,5.75,32.42,13.51,1702.74,4.37,20.73,89,21,0,57,18,82,0,16,0,0,0,0,60,13,0,85
43,5558,0,,0,8,0,40750200,992,,83,,48315.18,13795343192.56,3.12,8.67,24.63,2096.91,3.01,9.91,583,14,0,60,11,154,0,24,0,0,0,2,64,21,2,218
44,5565,1,9.0,3,8,0,40750200,992,1.0,83,,15578.08,2137762366.02,4.11,17.84,15.62,1429.67,4.07,19.1,219,15,0,53,12,127,0,22,0,0,0,0,56,20,0,74
45,5669,2,,3,8,0,40750200,992,6.0,83,83.0,48560.32,9532161509.58,2.27,4.3,10.25,874.88,5.73,39.13,382,58,0,96,48,290,0,54,0,0,0,1,106,44,1,287
46,5811,1,7.0,3,8,0,40750200,992,3.0,83,66.0,45197.68,15024153228.05,3.51,11.74,17.22,1893.33,3.55,13.06,80,10,0,42,6,419,0,73,0,0,3,3,46,69,3,138
47,5879,1,5.0,4,8,0,40750200,992,18.0,83,55.0,95702.68,23420088011.93,1.46,0.48,14.67,1366.07,4.41,22.24,297,6,0,39,3,715,0,61,0,0,0,0,42,58,0,159
48,5928,2,7.0,5,8,0,40750200,992,,83,,51310.33,16238302482.96,2.7,5.84,19.3,1543.75,3.28,12.15,219,8,0,42,5,605,0,29,0,0,1,2,45,26,2,75
49,5942,1,6.0,4,8,0,40750200,992,10.0,83,70.0,22425.82,5022220116.79,4.78,25.08,11.31,1127.65,5.01,28.34,713,22,0,241,12,313,0,65,0,0,1,4,251,55,4,402
50,6035,2,6.0,3,8,0,40750200,992,2.0,83,,32521.01,9020485753.95,3.98,16.23,29.46,2730.97,2.69,7.45,270,18,0,28,15,350,0,27,0,0,0,1,31,24,1,130
51,6088,1,9.0,5,8,0,40750200,992,1.0,83,,57638.33,26971964374.26,3.79,15.36,12.61,1142.2,4.62,24.5,968,94,0,137,77,712,0,64,0,0,0,0,154,47,0,163
52,6164,2,9.0,3,8,0,40750200,992,1.0,83,,60552.29,15154324882.44,3.02,9.41,17.52,1952.86,3.59,13.03,111,20,0,43,18,187,0,26,0,0,1,1,45,25,1,172
53,6168,2,8.0,3,8,0,40750200,992,3.0,83,66.0,47453.05,9123949447.16,2.19,4.12,21.13,2357.49,3.32,11.71,216,48,0,76,22,409,0,50,0,0,0,0,103,24,0,92
54,6176,0,,0,8,0,40750200,992,3.0,83,66.0,86860.66,46817383844.91,3.97,16.89,16.6,1578.74,4.02,18.28,399,17,0,133,15,222,0,40,0,0,0,0,135,38,0,206
55,6693,1,8.0,4,12,0,9172800,247,10.0,74,60.0,38629.0,4085948333.8,1.49,0.8,23.0,2341.64,2.99,9.27,135,1,0,40,0,6,0,7,0,0,0,0,41,6,0,91
56,6732,1,8.0,3,12,0,9172800,247,13.0,74,7.0,144133.58,48398260224.91,1.34,0.18,9.24,458.52,3.32,11.44,5,0,0,17,0,0,0,0,0,0,0,0,17,0,0,48
57,6987,2,7.0,3,12,0,9172800,247,6.0,74,16.0,82020.73,23807816679.66,2.04,2.59,19.86,2821.95,3.61,12.93,61,0,0,32,0,0,0,0,0,0,0,0,33,0,0,28
58,7088,0,,0,12,0,9172800,247,3.0,74,66.0,45211.07,27343534665.48,5.65,33.34,15.04,1347.54,4.22,20.94,1736,2,0,70,1,6,0,3,0,0,0,0,72,2,0,115
59,7115,2,6.0,5,12,0,9172800,247,43.0,74,53.0,108760.92,49547870157.08,2.54,5.15,23.16,1578.12,2.95,10.83,151,0,0,10,0,8,0,12,0,0,0,2,10,12,2,74
60,7240,1,9.0,3,12,0,9172800,247,5.0,74,40.0,,,,,54.06,4667.39,2.17,4.25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
61,7267,1,9.0,3,12,0,9172800,247,12.0,74,58.0,105050.77,79168465311.87,3.02,7.45,22.08,3036.25,2.96,8.04,58,0,0,24,0,3,0,2,0,0,0,0,24,2,0,52
62,7329,1,8.0,4,12,0,9172800,247,19.0,74,31.0,258678.36,146853044867.69,2.22,3.95,22.11,3786.44,3.57,11.33,22,1,0,12,0,3,0,3,0,0,0,0,13,3,0,17
63,7341,1,,0,16,0,10123200,447,5.0,71,60.0,54991.7,8285935325.61,1.88,2.48,21.72,1728.16,3.28,12.56,443,0,0,31,0,13,0,7,0,0,0,0,31,8,0,88
64,7362,0,,0,16,0,10123200,447,,71,,159994.5,79341675829.54,1.83,1.74,6.09,456.96,7.52,70.63,683,3,0,58,0,40,0,35,0,0,0,0,61,33,0,137
65,7365,0,,0,16,0,10123200,447,4.0,71,50.0,285535.43,38200138485.39,0.37,1.55,6.58,255.9,3.46,12.12,1,0,0,1,0,86,0,28,0,0,0,0,1,28,0,40
66,7404,0,,0,16,0,10123200,447,2.0,71,,125181.45,62862392072.98,1.89,2.01,15.01,2058.97,3.92,15.13,90,0,0,29,0,39,0,19,0,0,0,0,29,19,0,65
67,7410,0,,0,16,0,10123200,447,1.0,71,,124561.17,46260532833.71,1.44,0.28,21.01,1246.47,3.25,13.64,647,1,0,38,0,22,0,12,0,0,0,0,39,11,0,81
68,7522,1,6.0,4,16,0,10123200,447,3.0,71,0.0,27376.29,4912362730.61,3.8,15.43,15.78,1536.64,3.93,16.97,1408,2,0,223,1,52,0,63,0,0,0,0,224,62,0,389
69,7579,0,,0,16,0,10123200,447,1.0,71,,107477.09,60842031787.56,2.31,3.97,20.78,2124.24,3.42,12.57,238,1,0,50,0,40,0,26,0,0,0,0,51,25,0,89
70,7580,2,0.0,0,16,0,10123200,447,11.0,71,72.0,248246.14,84151069078.69,0.4,1.68,8.39,559.2,5.72,36.38,1,0,0,1,0,34,0,24,0,0,0,0,1,24,0,65
71,7611,2,9.0,3,16,0,10123200,447,3.0,71,33.0,238918.33,32552889609.89,0.91,0.97,23.43,1717.48,2.74,7.5,0,0,0,2,0,62,0,1,0,0,0,0,2,2,0,2
72,7612,0,,0,16,0,10123200,447,1.0,71,,328250.2,87894505622.16,0.2,1.76,8.99,858.61,6.62,50.8,1,1,0,0,0,58,0,26,0,0,0,0,1,25,0,71
73,7644,0,9.0,1,16,0,10123200,447,3.0,71,66.0,46894.29,11297075563.21,2.82,7.13,18.93,1808.38,3.79,15.48,137,0,0,81,0,85,0,25,0,0,0,0,81,24,0,161
74,7647,1,5.0,4,16,0,10123200,447,18.0,71,55.0,136365.56,26754843117.91,1.01,0.08,13.49,1583.12,4.46,21.33,0,0,0,2,0,52,0,22,0,0,0,0,2,22,0,76
75,7684,0,,0,16,0,10123200,447,2.0,71,,237253.5,80140548495.42,0.68,1.22,11.7,712.95,3.86,17.8,127,7,0,44,3,18,0,26,0,0,0,0,48,23,0,57
76,7702,0,,0,16,0,10123200,447,,71,,22499.62,2225725725.97,2.61,5.99,21.87,2337.59,3.3,11.19,258,0,0,103,0,12,0,2,0,0,0,0,104,2,0,62
77,7755,0,,0,16,0,10123200,447,3.0,71,33.0,123690.76,36167333760.18,1.74,2.14,20.49,2435.91,3.21,10.03,27,0,0,10,0,28,0,10,0,0,0,0,10,11,0,43
78,7760,1,9.0,3,16,0,10123200,447,2.0,71,,27859.06,5440295309.43,3.95,16.42,9.61,766.82,5.4,34.81,1512,14,0,187,8,63,0,34,0,0,0,1,193,28,1,325
79,7768,2,9.0,6,16,0,10123200,447,2.0,71,,80761.67,44390592165.68,3.67,13.37,16.06,2058.87,4.12,17.18,194,2,0,78,1,24,0,15,0,0,0,0,79,14,0,53
80,7789,0,,0,16,0,10123200,447,2.0,71,,69963.28,22471056304.46,2.63,5.94,9.67,822.99,5.68,37.63,1333,1,0,54,0,46,0,23,0,0,0,0,55,22,0,108
81,7829,0,,0,16,0,10123200,447,2.0,71,,101979.72,21790293804.2,1.05,0.6,7.56,543.11,6.09,39.8,672,0,0,42,0,38,0,25,0,0,0,0,42,25,0,85
82,7871,0,,0,16,0,10123200,447,4.0,71,75.0,106296.78,36627792119.36,1.76,1.49,12.12,1644.05,4.81,23.98,51,0,0,16,0,62,0,32,0,0,0,0,16,32,0,142
83,7897,1,,0,16,0,10123200,447,3.0,71,33.0,76615.97,17318845414.34,2.04,3.57,11.77,1369.95,4.6,23.17,260,6,0,77,8,34,0,34,0,0,1,1,76,36,1,218
84,7955,1,9.0,3,16,0,10123200,447,1.0,71,,63833.36,9776105882.52,1.22,0.35,12.67,1289.08,4.81,26.27,103,4,0,45,4,36,0,20,0,0,0,0,45,20,0,93
85,7975,0,,0,16,0,10123200,447,1.0,71,,53354.78,14409920473.22,2.59,5.83,11.84,1129.17,4.53,23.45,121,7,0,82,7,80,0,38,0,0,0,0,82,38,0,188
86,7986,1,8.0,3,16,0,10123200,447,15.0,71,73.0,40828.57,19863815558.93,4.79,23.94,21.29,2318.93,3.47,12.56,279,2,0,120,2,31,0,12,0,0,0,0,120,13,0,115
87,8000,1,6.0,4,16,0,10123200,447,11.0,71,54.0,38207.75,26654676580.78,6.48,43.0,13.46,1622.66,4.34,20.13,229,1,0,76,0,24,0,4,0,0,0,0,78,3,0,89
88,8001,2,9.0,6,16,0,10123200,447,3.0,71,0.0,70512.76,30763384117.65,2.65,6.27,14.51,2005.03,3.87,14.92,128,0,0,73,0,38,0,26,0,0,0,0,73,26,0,129
89,8002,0,,0,16,0,10123200,447,1.0,71,,164224.62,56944938899.93,1.1,0.61,15.38,1057.71,3.97,19.29,343,1,0,23,1,42,0,11,0,0,0,0,23,11,0,64
90,8003,1,7.0,3,16,0,10123200,447,19.0,71,15.0,57258.0,11131446239.92,2.58,6.42,20.36,2634.1,3.51,12.5,189,0,0,68,0,47,0,25,0,0,0,0,68,25,0,219
91,8151,2,7.0,3,16,0,10123200,447,5.0,71,0.0,26893.44,7329198505.8,5.0,27.34,19.07,2377.6,3.56,13.02,201,0,0,92,0,42,0,31,0,0,0,1,91,31,1,65
92,8905,1,7.0,0,11,0,11547000,498,2.0,75,,77821.0,28200683988.17,2.01,2.53,22.63,2263.52,3.2,11.32,232,17,0,21,7,90,5,16,1,0,0,5,30,12,1,74
93,8972,0,,0,11,0,11547000,498,2.0,75,,39546.38,6637537808.14,3.4,11.81,15.95,1462.42,4.0,18.2,230,0,0,45,3,39,0,12,1,0,4,5,42,15,6,212
94,8994,1,8.0,3,11,0,11547000,498,3.0,75,0.0,63952.74,25540102436.64,4.4,19.51,19.17,3263.13,3.53,11.64,58,1,0,57,0,9,0,1,0,0,0,0,59,0,0,51
95,8997,1,6.0,3,11,0,11547000,498,3.0,75,0.0,97761.61,21603311112.74,1.78,2.25,15.0,1276.52,4.06,18.02,59,1,0,49,1,94,0,5,0,0,0,0,49,6,0,60
96,9112,0,,0,11,0,11547000,498,1.0,75,,95390.11,56595196325.04,2.66,6.17,6.72,604.95,7.9,70.49,844,10,0,52,5,97,0,12,0,0,0,0,57,7,0,95
97,9133,1,8.0,3,11,0,11547000,498,13.0,75,7.0,188767.17,45560092100.31,0.59,1.18,4.9,104.64,3.17,11.52,7,6,0,31,1,29,0,29,0,0,0,0,37,24,0,100
98,9229,1,7.0,4,11,0,11547000,498,21.0,75,42.0,182439.8,119101882991.76,2.15,3.28,20.18,1402.75,3.09,10.99,251,14,0,23,7,116,0,9,0,0,0,0,31,2,0,58
99,9366,1,7.0,6,11,0,11547000,498,7.0,75,57.0,54095.93,18860157763.99,2.76,6.23,15.55,1734.97,4.11,18.01,259,17,0,46,19,101,0,22,0,0,0,0,43,24,0,98
100,9531,1,9.0,3,11,0,11547000,498,8.0,75,75.0,170916.91,138427627129.72,2.45,4.61,17.19,1548.23,3.51,15.22,3,6,0,12,3,74,5,7,1,0,19,7,14,9,3,35
101,9659,1,6.0,3,11,0,11547000,498,2.0,75,,39654.64,12500758227.9,3.78,14.45,25.98,3156.62,2.97,8.45,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0
102,9710,0,,0,11,0,11547000,498,2.0,75,,24052.78,1779526966.36,2.32,5.17,6.87,573.67,7.61,66.24,6364,10,0,395,14,120,0,46,0,0,0,0,391,50,0,681
103,9715,1,9.0,3,11,0,11547000,498,6.0,75,33.0,122765.0,45087058674.11,2.02,3.2,29.26,2501.03,2.53,7.12,179,7,0,20,2,50,1,8,1,0,0,1,24,4,1,27
104,9797,2,9.0,3,11,0,11547000,498,2.0,75,,303830.0,395838817597.0,1.78,1.18,13.93,1113.02,4.89,27.27,300,12,0,19,6,82,0,13,0,0,0,0,25,8,0,67
105,9818,1,7.0,4,11,0,11547000,498,5.0,75,20.0,258459.25,223608353649.69,2.07,2.62,11.65,1272.46,5.14,30.85,34,9,0,17,4,37,0,12,0,0,0,0,23,7,0,30
106,9865,1,,3,18,0,10972740,1526,2.0,73,,21922.26,1949965955.34,3.5,16.65,22.12,1776.73,3.11,10.81,1124,90,0,94,85,398,0,42,0,0,0,0,99,37,0,320
107,9924,0,,0,18,0,10972740,1526,7.0,73,71.0,30864.97,6706496401.5,2.97,7.5,26.33,3250.4,3.08,9.16,399,49,0,16,49,69,0,13,0,0,0,0,16,13,0,18
108,9956,2,9.0,6,18,0,10972740,1526,4.0,73,50.0,218610.33,77797902334.39,1.24,0.42,28.07,2922.99,2.76,7.75,140,14,0,9,13,23,0,4,0,0,0,0,10,3,0,38
109,9961,2,9.0,3,18,0,10972740,1526,1.0,73,,98924.78,69990212242.17,3.18,8.95,18.53,1582.3,3.16,10.47,809,87,0,30,82,183,0,17,0,0,0,0,35,12,0,99
110,10113,0,9.0,0,18,0,10972740,1526,2.0,73,,37369.84,17820402300.06,5.97,39.78,26.42,3738.09,2.76,6.68,362,72,0,25,63,128,0,18,0,0,0,0,34,9,0,94
111,10148,1,9.0,6,18,0,10972740,1526,3.0,73,33.0,252358.86,134371700625.55,1.72,1.43,17.67,1531.75,3.53,14.63,237,3,0,16,3,1,0,1,0,0,0,0,16,1,0,45
112,10200,1,9.0,6,18,0,10972740,1526,7.0,73,14.0,461308.5,590753832719.92,1.71,1.04,20.17,1318.41,2.53,6.23,130,11,0,3,10,37,0,0,0,0,0,0,4,0,0,9
113,10298,1,,0,18,0,10972740,1526,,73,,110378.81,34056897829.77,1.94,2.76,11.82,746.31,4.39,23.09,430,54,0,22,48,298,0,38,0,0,0,0,28,32,0,126
114,10420,0,,0,18,0,10972740,1526,,73,,36506.39,10165553211.59,4.74,24.45,25.77,2790.37,2.87,8.15,733,115,0,64,108,388,0,49,0,0,0,0,72,42,0,240
115,10429,0,,0,18,0,10972740,1526,1.0,73,,49969.07,22382005007.13,3.49,11.53,29.59,3480.8,2.62,6.43,334,41,0,23,35,185,0,20,0,0,0,0,29,14,0,98
116,10437,1,9.0,3,18,0,10972740,1526,7.0,73,57.0,58667.65,36265997565.9,4.03,15.26,26.77,3039.18,2.61,6.56,685,103,0,35,91,293,0,26,0,0,0,0,47,14,0,150
117,10484,1,,3,18,0,10972740,1526,,73,,24409.72,5020438742.55,4.38,21.61,28.61,3606.22,2.64,6.4,604,84,0,72,77,245,0,33,0,0,0,2,79,26,2,313
118,10591,0,,0,18,0,10972740,1526,1.0,73,,27898.0,6435628034.79,3.3,9.74,14.31,1704.21,4.56,22.02,698,33,0,29,32,51,0,8,0,0,0,0,30,7,0,111
119,10621,0,,0,18,0,10972740,1526,1.0,73,,17908.19,2084268617.38,3.74,15.05,34.54,3429.16,2.56,6.29,530,47,0,34,53,83,0,17,0,0,0,1,28,23,1,186
120,10695,0,,0,18,0,10972740,1526,1.0,73,,26459.54,2706506863.33,3.19,10.85,20.4,2786.42,3.53,12.07,270,10,0,25,7,55,0,4,0,0,0,0,28,1,0,99
121,10761,0,,0,18,0,10972740,1526,1.0,73,,182964.17,148166319455.64,2.63,5.58,9.83,676.07,6.66,56.06,6,34,0,9,25,268,0,25,0,0,0,0,18,16,0,81
122,10773,1,9.0,3,18,0,10972740,1526,2.0,73,,59977.35,24996886889.05,2.68,5.83,27.25,3315.99,2.8,7.35,245,41,0,12,44,91,0,4,0,0,0,0,9,7,0,72
123,10777,1,9.0,3,18,0,10972740,1526,1.0,73,,20194.09,3036777862.87,5.11,32.69,32.23,4008.87,2.35,4.62,701,114,0,54,103,236,0,31,0,0,0,0,65,20,0,213
124,10934,1,9.0,6,18,0,10972740,1526,,73,,63497.47,78110833508.33,6.18,37.82,19.58,1670.59,3.42,13.64,698,82,0,37,74,200,0,19,0,0,0,0,46,11,0,161
125,10974,1,,0,18,0,10972740,1526,4.0,73,75.0,18468.25,3317042629.27,4.04,15.51,24.7,3092.53,3.04,8.99,153,39,0,27,37,89,0,16,0,0,0,0,28,14,0,120
126,10982,1,8.0,3,18,0,10972740,1526,9.0,73,44.0,31302.91,5073046037.13,3.27,11.8,26.92,2586.81,2.76,7.93,1619,99,0,46,89,237,0,17,0,0,0,1,56,7,1,179
127,10989,1,9.0,3,18,0,10972740,1526,3.0,73,33.0,30281.72,16364523967.91,6.26,41.16,23.62,2372.44,2.96,9.22,526,95,1,65,86,283,0,41,0,0,7,12,75,32,11,364
128,10995,1,9.0,3,18,0,10972740,1526,2.0,73,,37649.67,9987677113.06,3.48,11.86,22.43,2623.92,3.36,11.37,82,37,0,9,29,102,0,16,0,0,0,0,16,8,0,79
129,11034,0,,0,18,0,10972740,1526,,73,,95794.27,110131004623.74,4.2,16.11,23.29,2907.42,2.99,8.51,246,41,0,12,41,93,0,12,0,0,0,0,12,12,0,83
130,11064,2,6.0,3,18,0,10972740,1526,8.0,73,50.0,38801.6,9981578894.4,3.13,9.32,31.32,4019.58,2.44,5.05,386,70,0,20,66,324,0,32,0,0,0,0,25,28,0,162
131,11097,1,9.0,0,18,0,10972740,1526,5.0,73,0.0,89083.21,26354908201.93,2.34,4.41,10.25,741.9,5.43,35.9,40,42,0,11,38,465,0,58,0,0,0,1,15,54,1,239
132,11316,0,,0,18,0,10972740,1526,1.0,73,,23310.65,2619117156.64,2.96,8.52,28.55,3141.97,2.71,7.07,584,85,0,67,75,209,0,19,0,0,0,0,78,9,0,177
133,11328,0,,0,18,0,10972740,1526,2.0,73,,19227.57,2101356305.65,3.47,12.71,23.51,1959.47,2.71,7.63,608,36,0,40,36,59,0,12,0,0,0,0,40,12,0,87
134,11515,0,,0,18,0,10972740,1526,6.0,73,33.0,49178.38,18767426122.63,3.93,17.54,31.22,4477.37,2.53,5.36,412,56,0,29,51,95,0,8,0,0,0,0,34,3,0,93
135,11599,1,,6,18,0,10972740,1526,7.0,73,57.0,319980.22,234449625120.4,1.43,0.31,25.09,2949.79,2.97,8.48,19,1,0,8,1,0,0,0,0,0,0,0,8,0,0,39
136,11625,1,9.0,6,18,0,10972740,1526,18.0,73,88.0,137565.27,23313076133.11,0.69,0.99,12.31,1016.94,4.83,28.04,397,53,0,21,54,126,0,22,0,0,0,0,20,23,0,171
137,11677,0,,0,18,0,10972740,1526,,73,,95411.57,74297535686.53,3.08,8.19,26.3,2674.18,2.66,6.99,556,59,0,26,50,145,0,19,0,0,0,0,36,10,0,53
