,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
33,7,55,48,5,13,0,0,0,0,0,0,4,7,0,7
34,33,45,33,1,22,0,0,0,0,0,0,9,39,39,24
35,14,22,12,4,11,0,0,0,0,0,0,8,22,0,8
36,0,0,0,0,14,34,131,0,0,118,2,25,56,0,1
37,1,46,13,71,46,0,0,0,0,0,0,0,0,0,45
38,23,33,32,2,20,11,16,2,0,22,5,8,34,0,31
39,33,82,65,3,34,20,30,1,0,19,8,10,36,2,27
40,21,74,56,10,25,3,0,1,0,0,0,9,59,4,31
41,105,50,62,0,18,11,1,0,0,2,0,64,76,0,6
42,15,24,13,8,15,1,0,0,0,0,0,4,22,2,13
43,8,15,11,1,16,12,15,0,0,4,0,10,25,1,1
44,0,10,6,1,12,10,15,0,0,23,7,5,17,5,17
45,32,32,24,6,22,6,5,0,0,7,1,1,21,2,22
46,66,57,42,3,59,33,26,29,0,20,8,14,79,1,93
47,66,129,124,11,46,39,99,0,0,74,10,20,64,0,5
48,46,39,13,3,32,26,61,17,0,48,16,11,46,0,23
49,12,185,188,3,16,0,0,0,0,0,0,10,33,1,5
50,14,46,43,70,17,33,23,0,0,23,34,17,59,0,30
51,68,90,123,10,79,50,28,0,0,17,8,10,242,0,107
52,89,86,105,4,84,47,81,0,0,26,49,28,164,0,96
53,40,67,74,7,37,19,13,0,0,14,9,12,63,13,41
54,22,52,57,3,25,11,6,0,0,15,8,20,63,0,30
55,94,47,61,1,25,7,16,0,0,10,12,2,38,2,12
56,19,24,24,2,16,11,21,0,0,10,4,8,41,4,18
57,120,61,64,6,29,32,68,0,0,19,28,41,100,0,46
58,1,1,38,0,61,144,25,0,0,76,40,20,134,0,77
59,0,54,46,5,12,1,0,0,0,0,0,4,12,0,9
60,1,29,36,3,41,14,19,0,0,5,11,2,72,4,34
61,24,41,49,2,22,11,24,0,0,6,18,35,62,2,14
62,0,0,0,0,0,179,0,0,0,80,70,0,0,1,0
63,0,0,0,0,0,163,0,0,0,36,18,0,0,0,0
64,13,4,3,0,7,10,11,0,0,7,7,13,34,0,8
65,0,67,74,81,76,24,63,0,0,51,34,24,144,0,74
66,0,9,34,0,25,109,27,0,0,54,65,14,69,0,33
67,133,76,68,1,57,50,77,0,0,9,55,2,118,0,61
68,0,0,0,0,0,128,0,0,0,27,6,0,0,0,0
69,0,0,0,0,0,214,0,0,0,50,58,0,0,0,0
70,20,13,26,0,8,2,18,0,0,2,7,4,15,0,5
71,3,3,8,0,14,13,0,0,0,0,0,34,64,30,29
72,18,45,50,8,29,12,5,0,0,9,13,7,82,4,6
73,153,86,83,6,63,40,104,0,0,33,79,0,117,0,60
74,0,0,1,0,2,69,8,0,0,23,17,14,12,0,6
75,0,10,14,1,13,10,0,0,0,2,0,8,29,6,17
76,0,23,22,13,53,27,13,0,0,10,4,0,82,0,42
77,42,253,257,7,37,19,33,0,0,24,17,51,96,2,54
78,79,61,62,9,38,29,38,0,0,17,12,8,82,0,42
79,8,16,21,0,11,7,0,0,0,0,0,6,25,12,14
80,14,82,89,1,19,17,40,0,0,13,31,0,47,0,24
81,0,2,2,0,1,81,0,0,0,28,30,2,2,5,0
82,90,107,118,7,70,45,63,0,0,27,50,60,195,0,100
83,3,21,19,7,19,0,0,0,0,0,0,3,28,4,8
84,35,52,66,7,13,11,8,0,0,10,0,2,15,0,8
85,13,30,35,1,30,53,110,0,0,45,25,27,103,2,51
86,149,55,81,0,21,43,169,0,0,70,107,17,90,0,58
87,35,75,78,15,24,193,51,0,0,90,137,12,67,0,31
88,10,33,33,8,68,27,15,0,0,4,3,2,92,0,5
89,18,95,114,4,29,192,3,0,0,80,53,36,71,2,3
90,8,42,44,6,33,45,25,0,0,32,26,74,93,0,13
91,45,76,114,0,63,29,68,0,0,48,88,4,113,0,33
92,90,129,134,23,80,82,26,0,0,37,25,32,182,1,84
93,21,16,19,1,17,13,7,0,0,3,8,2,18,0,0
94,10,69,81,2,8,7,0,5,0,2,0,6,21,0,13
95,2,26,27,715,14,0,0,0,0,0,0,2,18,2,10
96,24,50,43,5,24,6,2,1,0,4,0,20,49,0,28
97,49,39,54,7,23,1,2,0,0,0,0,13,56,4,28
98,3,33,39,3,12,0,0,0,0,0,0,4,16,2,7
99,9,25,27,2,17,0,0,0,0,0,0,10,34,0,7
100,29,20,20,3,27,2,4,2,0,1,0,5,28,3,16
101,3,62,63,4,9,6,1,4,0,0,1,10,51,0,5
102,8,25,29,6,8,2,1,0,0,0,2,2,20,6,8
103,3,18,22,4,17,1,0,0,0,0,0,0,29,0,13
104,16,20,17,0,13,1,2,0,0,0,0,17,22,5,14
105,8,244,236,4,17,2,1,0,0,2,0,10,27,0,19
106,91,146,146,6,17,3,4,0,0,2,0,22,67,9,6
107,295,61,56,3,33,14,7,1,0,8,3,4,112,4,52
108,0,0,1,0,1,9,28,0,0,4,16,4,37,2,14
109,2,13,24,7,31,13,9,0,0,4,6,2,45,2,28
110,16,273,283,32,23,3,4,2,0,5,0,10,61,4,30
111,48,7,8,6,9,7,10,1,0,5,6,0,26,0,10
112,0,17,13,8,21,7,8,0,0,5,15,0,47,0,27
113,20,108,110,6,29,7,6,0,0,4,3,16,51,4,23
114,0,0,1,28,1,11,36,0,0,4,41,8,26,0,12
115,28,82,83,10,29,21,6,0,0,5,6,4,65,0,49
116,0,0,0,0,1,13,7,0,0,5,5,19,36,0,3
117,0,0,0,0,0,10,20,0,0,3,10,9,39,11,6
118,0,0,1,0,1,10,16,1,0,2,13,0,40,2,17
119,11,56,79,6,46,38,6,5,0,13,28,10,141,0,71
120,0,0,1,0,1,15,7,0,0,14,5,8,25,2,18
121,26,26,54,1,29,14,5,0,0,4,0,16,86,0,0
122,22,90,93,15,74,2,4,0,0,2,3,2,121,2,17
123,0,11,11,2,9,11,3,6,0,5,5,14,23,2,14
124,66,38,66,9,45,7,5,0,0,5,0,7,94,2,4
125,30,43,58,134,35,19,7,6,0,4,6,0,0,0,50
126,10,28,36,592,28,21,5,1,0,9,1,8,68,0,43
127,44,8,14,0,10,23,3,9,0,3,1,0,23,0,2
128,14,7,20,0,9,20,12,0,0,4,12,25,62,6,35
129,48,75,67,12,46,17,6,4,0,6,2,64,142,2,46
130,16,35,44,9,21,13,4,2,0,5,8,9,71,2,36
131,25,39,47,8,43,26,15,7,0,7,14,16,159,2,67
132,8,132,128,9,68,10,7,0,0,7,3,4,139,0,72
133,15,60,64,22,46,2,7,0,0,3,4,2,89,2,44
134,0,38,42,13,38,10,8,0,0,5,0,11,96,2,52
135,26,137,117,6,18,6,11,2,0,4,8,13,52,17,5
136,23,53,51,17,40,12,10,0,0,3,10,47,140,0,72
137,49,20,24,4,12,0,0,0,0,0,0,14,27,3,7
138,46,63,92,2,74,7,14,0,0,5,5,32,124,0,5
139,14,62,74,11,74,14,10,1,0,2,7,0,135,0,5
140,1,11,10,2,13,8,2,0,0,1,1,14,49,2,3
141,15,47,44,46,18,2,0,0,0,0,0,4,59,3,24
142,17,83,78,23,24,24,8,0,0,17,10,14,54,0,30
143,70,81,99,6,32,17,14,1,0,24,5,8,80,18,44
144,16,85,94,7,26,11,3,1,0,2,0,27,114,16,38
145,1,22,22,5,30,2,0,0,0,0,0,0,59,0,31
146,7,17,22,3,26,46,0,14,0,19,10,12,50,4,22
147,1,21,20,5,20,9,14,6,0,4,4,4,28,0,2
148,0,0,13,0,22,22,6,2,0,1,2,15,59,0,40
149,1,14,14,1,15,7,9,2,0,6,4,12,22,2,10
150,5,112,111,7,25,14,10,22,0,13,11,6,38,0,25
151,1,21,18,7,20,0,0,0,0,0,0,12,40,0,23
152,37,82,92,9,35,37,11,0,0,14,8,4,69,11,41
153,9,33,32,11,24,16,10,0,0,1,6,8,48,0,3
154,0,1,5,0,10,12,4,0,0,6,1,2,30,0,16
155,4,22,20,10,22,38,12,26,0,15,8,4,48,0,27
156,6,10,7,32,11,7,11,0,0,5,5,0,23,0,13
157,0,0,0,0,0,221,0,81,0,23,6,0,0,0,0
158,0,9,12,5,20,1,2,0,0,4,5,6,30,0,21
159,18,71,78,7,17,14,9,5,0,4,0,2,18,2,19
160,20,27,30,3,27,5,1,0,0,0,0,17,53,15,33
161,13,128,127,3,13,26,10,7,0,16,4,14,31,5,17
162,9,9,10,5,15,12,6,0,0,3,5,0,28,0,18
163,5,37,30,8,23,7,5,0,0,4,0,7,19,1,16
164,162,81,38,27,77,44,37,4,0,23,5,0,0,0,46
165,36,45,26,5,31,15,11,0,0,10,0,13,20,1,17
166,14,45,27,14,35,10,9,0,1,5,1,7,30,1,22
167,15,63,30,16,49,28,16,0,0,17,3,17,34,0,9
168,20,88,60,21,68,27,21,0,0,15,6,26,86,0,42
169,50,110,37,49,110,63,56,1,0,61,6,6,66,0,53
170,29,77,75,3,38,4,0,0,0,0,0,9,26,0,22
171,28,35,34,1,15,11,17,0,3,9,7,0,0,0,13
172,0,7,4,0,10,6,2,2,1,1,1,35,32,0,1
173,295,54,27,0,91,110,107,1,2,65,27,21,81,0,64
174,6,16,4,8,20,13,7,0,3,4,3,5,20,0,17
175,14,71,46,138,86,76,73,0,1,53,11,21,53,7,50
176,79,144,111,12,58,38,22,0,0,16,2,9,26,0,20
177,0,35,18,10,27,10,0,0,0,0,0,6,26,0,7
178,50,61,14,565,63,29,24,1,0,15,5,18,82,2,38
179,47,213,157,39,86,58,40,0,2,30,5,45,112,1,71
180,26,60,60,5,29,7,3,0,0,3,0,6,23,2,5
181,9,32,9,1,59,34,42,5,4,24,18,5,39,8,2
182,13,170,109,49,106,51,53,0,1,42,11,15,62,0,53
183,91,69,35,8,70,12,18,0,3,10,6,6,80,2,31
184,6,31,31,4,12,0,0,0,0,0,0,4,22,0,4
185,18,10,10,0,18,8,0,0,0,2,0,64,64,0,48
186,3,28,16,453,21,5,1,0,0,1,0,15,41,2,15
187,0,5,1,0,42,70,99,0,3,66,36,15,57,7,22
188,19,83,56,21,62,48,37,1,3,18,17,11,50,0,24
189,0,0,0,0,4,12,32,0,0,21,8,4,14,6,7
190,12,64,25,26,68,43,42,1,4,22,18,10,97,1,39
191,5,29,22,8,41,52,42,0,0,28,7,26,41,0,16
192,50,62,30,24,67,42,37,0,2,30,12,12,49,0,33
193,2,125,75,52,116,108,112,19,1,74,39,40,98,0,65
194,8,18,5,2,47,134,146,0,5,125,49,35,137,0,88
195,8,33,22,8,25,4,4,0,1,3,1,11,33,7,27
196,8,81,54,19,62,25,19,0,2,14,7,10,36,0,38
197,3,15,4,3,16,5,0,0,0,0,0,4,33,3,29
198,8,31,18,8,20,10,0,0,0,0,0,12,33,2,12
199,128,194,151,21,88,40,24,2,1,25,3,27,81,3,7
200,23,27,13,6,18,3,0,0,0,0,0,14,24,4,4
201,41,134,62,43,122,52,45,0,0,37,8,28,52,0,41
202,20,67,39,10,49,19,6,1,0,5,0,0,0,0,24
203,105,91,85,2,94,96,27,0,0,23,9,38,86,6,48
204,137,168,106,18,123,59,56,2,3,52,10,6,41,5,42
205,0,32,18,11,27,8,0,0,0,0,0,25,12,3,12
206,1,27,21,7,17,3,0,0,0,0,0,8,24,3,10
207,70,117,76,17,108,42,39,4,4,27,10,27,150,5,69
208,50,71,50,16,50,45,42,0,0,35,2,0,0,0,28
209,7,36,37,17,70,25,38,1,0,27,10,10,51,3,26
210,38,71,73,7,46,10,7,3,0,8,0,30,100,2,50
211,8,25,13,2,29,10,7,0,0,5,2,11,18,0,18
212,12,6,1,0,36,32,44,10,3,28,14,8,41,0,32
213,0,42,31,13,44,37,14,3,0,13,1,0,0,0,0
214,81,142,58,35,111,55,56,3,3,28,22,48,115,0,103
215,51,156,84,48,126,58,29,0,0,33,0,31,56,2,47
216,68,205,166,24,93,52,78,0,2,63,11,45,80,1,65
217,24,84,46,12,67,65,45,4,0,32,21,30,80,0,42
218,75,95,69,12,67,44,30,3,0,29,4,20,66,1,34
219,26,71,39,63,40,28,11,2,1,11,2,14,45,3,30
220,19,195,163,25,111,63,35,0,0,26,6,31,84,9,61
221,3,27,24,4,16,3,1,0,0,0,0,3,18,0,19
222,1,2,1,1,8,6,0,0,0,0,0,29,32,0,27
223,59,67,50,13,34,13,4,1,0,4,0,0,0,0,4
224,160,185,134,16,89,38,52,0,2,35,15,25,64,0,9
225,9,10,7,0,31,6,0,0,0,0,0,15,18,0,17
226,26,43,39,5,36,30,53,0,10,18,19,7,35,0,22
227,2,14,5,13,15,4,8,0,0,8,0,5,18,0,19
228,31,141,72,19,114,81,102,0,1,75,22,13,60,5,31
229,6,58,49,6,28,6,7,0,0,3,3,16,46,2,38
230,23,154,97,30,100,78,87,0,3,72,24,26,50,1,86
231,1,33,16,5,38,7,0,0,0,0,0,8,29,8,6
232,4,4,1,0,34,104,149,4,5,102,28,47,88,1,75
233,4,24,20,11,17,52,9,8,0,7,4,0,0,0,34
234,38,151,114,13,53,26,5,3,3,2,3,4,7,0,20
235,81,145,122,25,49,27,30,5,0,27,8,14,25,0,29
236,3,12,8,1,9,14,3,0,0,2,1,9,50,1,40
237,78,202,98,36,249,66,35,0,0,38,24,0,0,0,9
238,58,152,112,18,80,38,16,0,0,28,4,0,0,0,30
239,15,83,58,18,449,43,18,0,0,16,7,0,0,0,182
240,98,190,107,18,166,55,35,0,0,18,4,0,0,0,92
241,0,2,0,0,120,4,0,0,0,0,0,0,0,0,76
242,10,44,26,9,51,28,16,0,0,9,4,0,0,0,34
243,70,116,96,14,76,37,39,0,0,7,3,0,0,0,55
244,18,192,104,15,133,42,49,0,0,11,7,0,0,0,67
245,3,17,6,11,61,16,1,0,0,3,2,0,0,0,42
246,45,105,47,31,98,36,25,0,0,17,9,0,0,0,88
247,39,158,87,39,115,51,50,0,0,23,14,0,0,0,73
248,0,7,6,0,132,1,0,0,0,0,0,0,0,0,47
249,5,14,11,2,195,6,0,0,0,3,0,0,0,0,159
250,2,41,35,3,15,1,0,0,0,0,0,0,0,0,11
251,0,4,2,1,244,2,0,0,0,0,0,0,0,0,19
252,46,200,125,39,208,86,74,0,0,21,15,0,0,0,102
253,83,226,155,35,151,60,55,0,0,24,7,0,0,0,114
254,42,122,90,14,85,70,24,0,0,53,24,0,0,0,69
255,51,87,63,17,46,14,15,0,0,5,5,0,0,0,19
256,262,74,25,2,60,26,8,0,0,5,2,0,0,0,33
257,108,146,82,30,123,25,3,0,0,2,1,0,0,0,55
258,9,43,29,9,33,20,11,0,0,14,6,0,0,0,21
259,47,217,180,23,106,37,24,0,0,11,9,0,0,0,38
260,49,139,125,11,44,3,2,0,0,2,0,0,0,0,25
261,14,62,33,4,96,28,14,0,0,12,3,0,0,0,58
262,13,119,75,459,90,35,32,0,0,20,2,0,0,0,47
263,27,119,108,5,43,25,43,0,0,19,12,1,44,1,42
264,9,55,41,19,30,10,60,0,0,50,7,4,68,3,30
265,211,146,153,2,19,0,0,0,0,0,0,15,49,24,7
266,13,48,39,6,12,3,6,0,0,4,2,14,32,7,17
267,0,9,9,0,13,13,15,0,0,10,1,16,21,2,21
268,0,8,3,25,9,13,40,0,0,19,2,12,37,0,16
269,0,26,17,7,15,81,95,0,0,88,24,15,39,0,36
270,0,1,0,0,3,26,70,0,0,64,6,45,27,0,23
271,2,22,11,8,12,11,26,0,0,28,1,7,40,8,21
272,7,48,36,70,18,0,0,0,0,0,0,2,12,3,10
273,10,35,21,16,25,2,0,0,0,0,0,29,69,2,32
274,8,20,13,0,17,21,41,0,0,32,7,11,30,0,19
275,27,51,65,3,37,9,16,0,0,16,4,24,91,17,41
276,3,23,21,1,11,4,4,12,0,3,0,16,36,1,16
277,6,46,57,7,37,3,0,0,0,0,0,21,67,27,31
278,76,212,236,7,34,15,11,0,0,7,3,21,94,14,33
279,12,26,41,3,22,13,20,2,0,8,8,2,74,0,37
280,5,17,22,4,24,10,9,0,0,6,2,13,71,3,35
281,8,16,22,1,8,6,6,0,0,6,3,6,27,7,13
282,0,0,5,0,6,5,10,9,0,18,0,13,24,0,15
283,4,24,31,0,9,0,0,0,0,0,0,10,13,7,6
284,29,15,29,1,8,3,6,0,0,0,4,2,25,2,11
285,11,22,24,5,17,0,8,3,0,10,3,2,57,0,27
286,21,28,31,1,15,7,17,0,0,11,0,2,33,1,19
287,7,41,43,2,9,0,0,0,0,0,0,7,16,4,7
288,21,52,50,123,18,24,10,2,0,2,3,29,112,0,46
289,129,52,59,10,26,0,0,0,0,0,0,8,47,1,23
290,0,3,36,0,23,2,0,0,0,0,0,4,61,4,32
291,27,64,83,17,53,68,34,0,6,25,6,12,56,8,36
292,7,21,19,1,4,5,2,0,0,1,0,2,31,2,17
293,0,6,13,1,25,37,22,1,4,7,4,16,54,13,26
294,79,54,79,49,41,181,63,25,30,30,22,4,94,2,56
295,24,29,37,4,24,25,9,10,5,6,3,4,25,2,10
296,0,0,0,0,1,78,12,13,11,11,11,2,3,2,1
297,13,10,26,0,15,13,10,0,4,2,3,14,21,10,12
298,0,0,4,0,5,112,18,8,20,2,15,12,30,6,10
299,0,7,15,1,23,41,13,5,8,8,11,8,42,6,20
300,0,0,0,0,1,70,2,19,9,27,13,2,3,2,0
301,0,0,1,0,2,44,6,13,5,4,5,6,12,0,8
302,0,9,36,0,54,247,53,15,26,26,21,14,151,9,80
303,94,39,46,12,36,25,16,3,2,12,2,17,60,6,33
304,47,10,16,1,10,0,0,0,0,0,0,8,18,6,10
305,93,88,120,10,74,115,56,2,19,33,19,26,130,12,75
306,3,40,36,1,12,47,5,7,7,15,8,4,12,2,6
307,31,52,62,10,62,36,20,1,5,17,4,6,87,1,13
308,11,3,13,0,16,24,11,0,2,11,5,4,15,2,12
309,41,27,39,0,24,34,3,0,2,7,0,30,49,22,23
310,18,19,16,0,19,3,2,0,0,1,0,11,27,11,13
311,33,33,47,10,40,76,18,11,7,8,9,25,82,5,43
312,46,55,69,6,28,0,0,0,0,0,0,14,43,4,11
313,17,33,27,6,23,0,0,0,0,0,0,28,53,6,5
314,65,42,52,7,31,0,0,0,0,0,0,79,67,11,4
315,40,87,101,10,43,0,0,0,0,0,0,8,79,6,36
316,33,117,131,5,41,0,0,0,0,0,0,37,77,33,29
317,6,20,39,1,19,0,0,0,0,0,0,4,32,4,10
318,32,54,61,1,32,0,0,0,0,0,0,33,59,34,20
319,10,69,62,6,23,0,0,0,0,0,0,13,70,0,38
320,0,43,48,6,29,0,0,0,0,0,0,2,52,0,25
321,8,24,24,2,16,0,0,0,0,0,0,13,24,2,14
322,76,53,83,5,30,0,0,0,0,0,0,9,35,2,10
323,31,42,53,7,53,0,0,0,0,0,0,23,70,9,21
324,2,39,60,10,23,0,0,0,0,0,0,12,64,1,21
325,4,31,29,0,17,0,0,0,0,0,0,9,16,9,7
326,12,14,13,2,14,0,0,0,0,0,0,2,39,0,12
327,40,81,96,3,29,0,0,0,0,0,0,4,51,5,27
328,1,24,26,5,36,0,0,0,0,0,0,7,54,0,25
329,4,53,48,5,23,0,0,0,0,0,0,2,39,0,23
330,37,53,67,0,22,0,0,0,0,0,0,4,34,3,17
331,41,35,37,2,19,0,0,0,0,0,0,6,19,10,9
332,7,32,42,6,21,0,0,0,0,0,0,14,67,0,12
333,32,119,115,2,38,0,0,0,0,0,0,26,83,3,36
334,26,49,62,2,9,0,0,0,0,0,0,12,18,11,2
335,6,15,25,2,16,0,0,0,0,0,0,10,26,8,17
336,25,98,104,1,19,0,0,0,0,0,0,16,38,2,15
337,7,35,32,2,22,0,0,0,0,0,0,10,59,11,22
338,51,43,41,0,14,3,1,0,0,0,0,0,0,0,12
339,57,15,0,1,38,52,22,0,0,19,15,0,0,0,59
340,8,20,12,3,33,22,0,0,0,3,0,0,0,0,8
341,78,93,65,9,54,77,44,0,0,48,16,0,0,0,38
342,61,132,96,11,62,76,55,6,0,28,13,0,0,0,90
343,22,7,3,0,31,47,53,0,0,26,23,0,0,0,72
344,132,58,31,4,42,24,11,1,0,11,3,0,0,0,25
345,5,49,13,0,58,68,35,3,0,29,14,0,0,0,83
346,99,94,66,11,41,54,22,0,0,29,17,0,0,0,59
347,35,53,21,107,47,43,50,3,0,7,2,0,0,0,52
348,14,89,69,14,53,59,47,1,0,31,9,0,0,0,69
349,77,72,75,13,56,48,57,0,0,14,10,0,0,0,17
350,44,153,138,39,58,14,10,0,0,10,2,0,0,0,18
351,89,223,202,22,96,24,14,11,0,9,13,0,0,0,106
352,132,184,130,22,100,101,64,10,0,40,22,0,0,0,147
353,62,51,38,2,28,12,4,0,0,0,4,0,0,0,34
354,21,40,25,13,36,7,2,0,0,6,3,0,0,0,4
355,95,100,66,19,85,90,43,3,0,46,20,0,0,0,12
356,3,23,13,9,36,11,0,0,0,0,0,0,0,0,7
357,51,108,75,6,35,42,18,4,0,15,4,0,0,0,120
358,14,46,33,8,40,24,12,0,0,2,2,0,0,0,60
359,3,50,38,2,112,86,57,0,0,25,12,0,0,0,192
360,3,49,35,17,89,0,0,0,0,0,0,0,0,0,16
361,52,79,68,13,49,60,19,0,0,23,2,0,0,0,7
362,0,1,0,0,4,38,55,0,0,23,24,0,0,0,38
363,75,103,92,2,52,43,24,0,0,12,8,0,0,0,72
364,83,243,225,27,88,86,67,1,0,47,20,0,0,0,100
365,51,100,66,10,97,121,54,18,0,38,11,0,0,0,126
366,47,62,50,10,49,0,0,0,0,0,0,0,0,0,3
367,125,140,103,16,91,78,62,0,0,39,8,0,0,0,105
368,111,209,178,9,52,35,21,0,0,24,17,0,0,0,62
369,52,195,158,11,71,34,38,11,0,35,17,0,0,0,79
370,41,145,104,131,68,66,65,23,0,30,13,0,0,0,89
371,51,75,52,3,93,165,83,8,0,61,26,0,0,0,10
372,78,33,20,1,20,12,9,0,0,6,3,0,0,0,24
373,26,50,45,5,43,2,0,0,0,0,0,0,0,0,47
374,40,31,28,1,21,7,1,0,0,3,1,0,0,0,15
375,33,144,117,16,96,128,44,4,0,51,21,0,0,0,155
376,0,3,1,0,11,39,24,0,0,22,15,0,0,0,42
377,56,120,102,8,74,67,44,4,0,31,20,0,0,0,152
378,15,51,28,2,54,100,48,2,0,41,38,0,0,0,97
379,48,129,104,6,38,28,10,0,0,12,2,0,0,0,43
380,7,32,12,10,36,3,0,0,0,3,3,0,0,0,38
381,127,73,47,3,54,55,37,0,0,22,8,0,0,0,78
382,9,66,66,2,25,3,0,0,0,0,0,0,0,0,13
383,42,85,79,6,29,2,0,0,0,0,0,0,0,0,0
384,12,48,52,0,37,2,0,0,0,0,0,0,0,0,106
385,25,338,353,3,19,0,0,0,0,0,0,0,0,0,23
386,9,37,23,8,29,0,0,0,0,0,0,0,0,0,32
387,32,42,28,4,17,2,0,0,0,0,0,0,0,0,3
388,27,25,22,1,17,3,0,0,0,0,0,0,0,0,20
389,10,93,85,2,26,0,0,0,0,0,0,0,0,0,16
390,47,96,83,3,33,1,0,0,0,0,0,0,0,0,2
391,15,93,77,2,49,0,0,0,0,0,0,0,0,0,13
392,109,26,18,1,14,1,0,0,0,0,0,0,0,0,1
393,91,37,18,81,26,1,0,0,0,0,0,0,0,0,28
394,190,144,157,1,35,0,0,0,0,0,0,0,0,0,55
395,24,16,18,4,17,0,0,0,0,0,0,0,0,0,23
396,43,11,6,5,14,0,0,0,0,0,0,0,0,0,26
397,6,69,61,17,26,1,0,0,0,0,0,0,0,0,39
398,16,36,32,2,13,3,0,0,0,0,0,0,0,0,20
399,19,111,78,6,55,0,0,0,0,0,0,0,0,0,5
400,94,118,125,6,28,2,0,0,0,0,0,0,0,0,38
401,79,31,24,6,31,2,1,0,0,0,0,0,0,0,9
402,22,50,35,11,33,3,0,0,0,1,0,0,0,0,7
403,16,52,40,34,27,4,0,0,0,0,0,0,0,0,28
404,25,47,32,1,17,2,0,0,0,0,0,0,0,0,20
405,13,55,47,9,18,1,0,0,0,0,0,0,0,0,23
406,30,62,53,5,32,0,0,0,0,0,0,0,0,0,55
407,0,34,17,52,21,0,0,0,0,0,0,0,0,0,32
408,29,55,43,11,27,0,0,0,0,0,0,0,0,0,36
409,21,146,138,9,47,0,0,0,0,0,0,0,0,0,11
410,14,38,32,7,17,0,0,0,0,0,0,0,0,0,25
411,12,59,47,5,15,0,0,0,0,0,0,0,0,0,26
412,43,32,26,1,13,2,0,0,0,0,0,0,0,0,2
413,5,45,28,5,21,0,0,0,0,0,0,0,0,0,3
414,17,68,48,6,20,0,0,0,0,0,0,0,0,0,26
415,44,81,73,9,41,0,0,0,0,0,0,0,0,0,56
416,71,58,51,2,33,3,0,0,0,0,0,0,0,0,12
417,7,66,40,9,40,0,0,0,0,0,0,0,0,0,49
418,11,29,30,1,12,6,0,0,0,0,0,0,0,0,15
419,4,59,43,7,30,2,0,0,0,0,0,0,0,0,4
420,22,59,50,8,39,3,0,0,0,0,0,0,0,0,33
421,16,67,48,16,38,0,0,0,0,0,0,0,0,0,36
422,9,53,23,5,40,4,0,0,0,0,0,0,0,0,41
423,56,122,88,6,52,1,0,0,0,0,0,0,0,0,63
424,6,40,28,8,32,0,0,0,0,0,0,0,0,0,47
425,27,30,20,5,23,0,0,0,0,0,0,0,0,0,20
426,36,83,101,50,25,2,0,0,0,0,0,0,0,0,41
427,6,83,78,2,15,0,0,0,0,0,0,0,0,0,26
428,7,43,45,5,21,0,0,0,0,0,0,0,0,0,26
429,11,41,31,13,31,0,0,0,0,0,0,0,0,0,11
430,35,51,36,4,28,0,0,0,0,0,0,0,0,0,40
431,6,15,7,135,14,0,0,0,0,0,0,0,0,0,19
432,14,229,210,11,37,0,0,0,0,0,0,0,0,0,41
433,5,37,26,4,21,0,0,0,0,0,0,0,0,0,52
434,32,42,33,5,24,0,0,0,0,0,0,0,0,0,36
