,0,1,2,3
866,76,23,0,50
867,182,79,0,64
868,0,163,0,0
869,171,1,0,58
870,118,10,0,72
871,79,29,0,54
872,19,50,2,54
873,80,3,0,28
874,39,19,0,73
875,14,90,0,26
876,179,95,0,110
877,136,0,0,73
878,123,2,0,39
879,64,26,0,10
880,400,55,0,87
881,53,42,0,28
882,506,41,0,58
883,99,58,0,10
884,85,40,0,44
885,101,6,0,35
886,283,145,0,31
887,111,42,0,7
888,323,1,0,99
889,19,0,0,184
890,71,45,0,55
891,57,33,0,13
892,137,48,0,25
893,295,121,0,92
894,258,37,0,14
895,155,25,0,99
896,133,6,0,46
897,79,0,0,39
898,28,27,0,43
899,185,10,0,56
900,67,13,0,73
901,219,15,0,119
902,37,0,0,84
903,123,24,0,52
904,249,164,5,215
905,461,0,0,116
906,75,5,0,42
907,2,12,0,86
908,7,40,2,62
909,39,0,0,104
910,159,8,1,51
911,125,0,0,17
912,148,302,3,253
913,75,16,0,45
914,407,0,0,12
915,153,42,0,50
916,216,147,0,140
917,1,138,0,95
918,94,24,2,83
919,6,25,0,84
920,109,31,0,82
921,12,230,0,123
922,178,0,0,16
923,8,83,9,4
924,60,61,0,19
925,123,4,0,8
926,172,0,0,6
927,248,0,0,4
928,155,0,0,2
929,123,37,0,3
930,216,3,0,2
931,141,0,0,8
932,85,4,0,14
933,277,65,2,49
934,115,21,0,11
935,237,17,0,23
936,79,1,0,18
937,147,24,0,17
938,125,0,0,4
939,242,37,0,35
940,230,89,0,16
941,650,127,1,25
942,100,0,0,8
943,151,68,0,39
944,276,115,2,29
945,86,70,0,9
946,329,12,0,37
947,264,48,0,20
948,130,25,0,1
949,219,33,0,20
950,145,0,0,5
951,130,0,0,4
952,42,28,4,31
953,334,0,0,8
954,124,24,0,11
955,286,66,0,25
956,170,0,0,17
957,309,0,0,22
958,97,0,0,3
959,194,0,0,2
960,91,24,0,14
961,244,0,3,23
962,147,19,0,22
963,101,0,2,9
964,327,0,0,9
965,135,47,0,10
966,465,37,0,45
967,126,0,0,1
968,98,0,0,7
969,133,5,0,25
970,175,0,0,5
971,88,72,0,19
972,384,0,0,18
973,131,9,0,4
974,191,31,0,28
975,375,0,0,2
976,232,0,0,22
977,123,0,0,7
978,91,5,0,9
979,87,7,0,18
980,138,29,0,1
981,324,15,0,8
982,134,0,0,1
983,81,31,0,13
984,117,60,0,3
985,210,87,0,22
986,238,39,0,31
987,381,0,0,18
988,564,79,1,36
989,92,3,0,17
990,127,0,0,9
991,144,1,0,2
992,93,12,0,10
993,246,31,0,22
994,162,0,0,6
995,45,153,0,122
996,80,89,0,32
997,88,159,0,144
998,87,275,0,70
999,71,8,0,19
1000,163,215,0,68
1001,16,77,0,41
1002,181,243,0,163
1003,36,269,0,72
1004,729,73,0,85
1005,101,24,1,103
1006,130,23,0,104
1007,110,16,0,170
1008,76,26,0,113
1009,21,41,0,154
1010,10,28,0,65
1011,40,46,0,54
1012,17,25,0,112
1013,35,40,0,69
1014,69,12,0,84
1015,162,26,0,173
1016,125,18,0,108
1017,382,17,2,204
1018,54,7,0,59
1019,51,24,0,144
1020,124,11,1,93
1021,551,4,0,41
1022,165,15,0,207
1023,20,22,0,57
1024,130,26,0,192
1025,117,29,0,183
1026,175,19,0,186
1027,80,22,0,112
1028,16,31,0,162
1029,76,16,0,128
1030,239,13,0,138
1031,80,34,0,94
1032,42,14,0,60
1033,40,23,0,66
1034,63,3,0,81
1035,64,11,0,70
1036,337,39,1,250
1037,150,3,0,113
1038,178,11,0,205
1039,109,17,0,145
1040,248,2,0,110
1041,49,9,0,82
1042,30,23,0,59
1043,68,7,0,52
1044,8,33,0,74
1045,142,12,0,105
1046,49,11,0,49
1047,125,24,0,45
1048,99,17,0,119
1049,106,6,0,86
1050,30,20,0,49
1051,137,28,0,167
1052,4,0,0,516
1053,42,1,0,68
1054,68,16,0,83
1055,52,27,6,133
1056,91,14,6,77
1057,125,30,0,116
1058,60,32,0,38
1059,236,12,0,203
1060,22,25,0,122
1061,28,11,0,66
1062,95,19,0,118
1063,105,15,1,91
1064,76,10,0,109
1065,153,22,0,271
1066,87,28,0,178
1067,137,18,0,122
1068,79,0,0,46
1069,238,28,0,29
1070,621,24,0,268
1071,203,18,0,87
1072,124,47,0,101
1073,66,60,0,78
1074,567,114,1,305
1075,516,61,0,154
1076,59,1,0,185
1077,286,37,0,126
1078,219,98,0,156
1079,198,19,0,83
1080,834,63,0,91
1081,145,44,0,123
1082,608,129,0,235
1083,57,0,0,56
1084,731,51,0,126
1085,113,1,0,36
1086,180,0,0,90
1087,79,93,1,117
1088,274,24,0,144
1089,590,0,0,117
1090,197,126,0,129
1091,93,41,0,86
1092,104,34,0,48
1093,52,37,0,41
1094,20,63,0,80
1095,53,1,0,52
1096,87,11,0,159
1097,67,21,0,28
1098,31,1,0,109
1099,131,1,0,28
1100,99,16,0,71
1101,108,0,0,41
1102,47,34,0,42
1103,152,0,0,16
1104,69,9,0,70
1105,217,39,0,131
1106,60,1,0,50
1107,446,69,0,160
1108,95,37,0,87
1109,84,16,0,64
1110,15,26,0,58
1111,92,41,0,39
1112,331,82,0,83
1113,376,95,0,124
1114,217,2,0,76
1115,91,14,0,30
1116,234,0,0,58
1117,62,13,0,44
1118,82,0,0,67
1119,66,15,0,191
1120,344,65,0,158
1121,375,66,0,207
1122,89,56,0,123
1123,65,0,0,70
1124,23,0,0,80
1125,138,0,0,52
1126,62,0,0,39
1127,129,87,0,94
1128,91,0,0,80
1129,51,80,0,88
1130,65,3,0,43
1131,47,16,0,43
1132,268,141,0,262
1133,9,0,0,135
1134,269,1,0,133
1135,61,0,0,63
1136,69,12,0,27
1137,460,148,0,232
1138,615,15,0,173
1139,395,82,0,83
1140,198,0,0,81
1141,178,210,0,166
1142,85,18,0,25
1143,43,6,1,81
1144,161,42,0,102
1145,76,48,0,44
1146,79,38,0,19
1147,1,172,0,6
1148,65,142,0,71
1149,85,0,0,22
1150,119,8,0,52
1151,86,36,0,41
1152,91,42,0,111
1153,384,47,0,56
1154,0,110,0,0
1155,37,24,0,47
1156,80,137,0,75
1157,5,92,0,8
1158,216,106,0,137
1159,293,13,0,53
1160,91,34,0,36
1161,252,20,0,48
1162,71,19,0,22
1163,282,43,0,85
1164,124,0,0,113
1165,125,180,0,48
1166,73,0,0,26
1167,89,35,0,44
1168,91,0,0,42
1169,142,43,0,27
1170,202,20,0,15
1171,96,29,0,27
1172,86,58,0,49
1173,174,4,0,18
1174,414,32,0,115
1175,47,62,0,107
1176,134,0,0,23
1177,440,8,0,125
1178,84,1,0,39
1179,38,71,0,82
1180,142,0,0,49
1181,88,4,0,39
1182,111,0,0,56
1183,27,15,0,76
1184,244,3,0,67
1185,33,0,0,172
1186,135,53,0,111
1187,274,34,0,178
1188,56,1,0,43
1189,77,1,0,33
1190,143,3,0,39
1191,102,32,0,71
1192,96,21,0,86
1193,95,27,0,87
1194,244,4,0,87
1195,41,126,3,122
1196,123,0,0,67
1197,81,2,0,54
1198,80,23,0,69
1199,425,15,0,137
1200,414,41,0,57
1201,134,7,0,8
1202,56,1,0,55
1203,100,4,0,23
1204,83,19,0,71
1205,74,3,0,65
1206,252,14,0,65
1207,570,4,0,48
1208,154,18,0,61
1209,69,4,0,36
1210,95,1,0,39
1211,101,2,0,16
1212,2,89,0,141
1213,18,100,0,139
1214,197,22,10,133
1215,1,424,0,0
1216,122,1,0,23
1217,103,36,0,143
1218,111,105,0,214
1219,76,17,0,74
1220,88,38,0,104
1221,90,0,0,24
1222,343,133,0,337
1223,65,22,0,56
1224,57,2,0,43
1225,408,0,0,63
1226,83,4,0,34
1227,357,56,0,154
1228,135,3,0,56
1229,188,3,0,42
1230,91,16,0,54
1231,276,27,1,176
1232,67,1,0,88
1233,132,12,0,112
1234,193,16,0,63
1235,7,72,0,31
1236,87,2,2,68
1237,112,2,0,67
1238,159,48,1,138
1239,0,76,0,33
1240,192,49,0,147
1241,248,7,0,53
1242,4,87,0,26
1243,86,3,0,28
1244,75,50,1,158
1245,113,7,0,60
1246,70,0,0,37
1247,86,23,0,122
1248,87,2,0,53
1249,88,0,0,30
1250,151,20,0,68
1251,67,0,0,86
1252,98,0,0,52
1253,127,1,0,25
1254,184,5,0,131
1255,5,171,0,66
1256,3,86,0,69
1257,19,37,0,71
1258,113,0,0,86
1259,91,0,0,52
1260,163,0,0,72
1261,126,7,0,39
1262,53,10,0,62
1263,318,18,0,72
1264,92,79,0,53
1265,237,1,0,19
1266,221,32,0,144
1267,57,16,0,83
1268,67,0,0,33
1269,61,8,0,58
1270,240,1,0,76
1271,106,11,0,62
1272,103,9,0,71
1273,238,16,0,66
1274,161,6,0,56
1275,227,15,0,98
1276,122,0,0,13
1277,82,3,0,38
1278,409,10,0,98
1279,146,3,0,40
1280,183,15,0,40
1281,86,30,0,61
1282,594,19,0,28
1283,292,54,0,81
1284,104,13,5,35
1285,1,178,27,104
1286,379,78,0,135
1287,0,121,0,0
1288,0,108,0,0
1289,290,53,0,95
1290,82,113,0,19
1291,140,18,0,71
1292,43,24,0,55
1293,20,56,0,47
1294,92,19,0,31
1295,5,56,0,63
1296,138,129,9,204
1297,58,15,0,44
1298,48,103,0,39
1299,340,41,5,156
1300,159,1,0,87
1301,0,302,0,0
1302,237,22,0,66
1303,2,0,0,331
1304,102,0,0,59
1305,55,7,0,80
1306,48,0,0,55
1307,45,5,0,71
1308,209,5,0,123
1309,227,16,0,347
1310,83,0,0,23
1311,114,6,0,25
1312,118,22,0,106
1313,34,0,0,128
1314,47,0,0,93
1315,52,0,0,46
1316,144,1,0,65
1317,48,3,0,91
1318,126,5,0,48
1319,253,0,0,168
1320,70,0,0,107
1321,26,2,0,95
1322,205,1,0,61
1323,94,19,1,121
1324,124,10,0,79
1325,74,1,23,152
1326,113,0,2,91
1327,118,0,0,30
1328,129,0,0,118
1329,46,0,0,57
1330,102,0,0,160
1331,190,5,0,93
1332,81,0,0,32
1333,604,18,0,81
1334,81,0,1,32
1335,85,0,0,26
1336,300,0,0,0
1337,176,0,0,18
1338,134,0,0,75
1339,114,0,0,32
1340,217,0,0,9
1341,58,0,0,77
1342,82,2,0,20
1343,178,5,0,13
1344,33,12,1,69
1345,244,8,0,77
1346,88,4,0,44
1347,152,0,0,18
1348,169,6,1,70
1349,80,0,0,37
1350,44,1,0,53
1351,664,41,0,195
1352,116,10,0,43
1353,406,203,0,274
1354,421,192,0,316
1355,83,179,0,196
1356,135,258,0,315
1357,141,243,0,226
1358,0,154,0,0
1359,215,169,0,319
1360,39,65,0,15
1361,87,234,2,147
