,0,1,2,3
276,59,23,0,73
277,153,3,0,145
278,565,36,0,174
279,104,51,0,119
280,72,27,0,123
281,55,21,0,56
282,11,42,0,70
283,68,0,0,35
284,82,13,0,43
285,79,24,0,85
286,96,35,0,64
287,101,0,0,34
288,264,41,0,199
289,276,0,0,78
290,62,2,0,100
291,244,139,0,131
292,51,8,0,52
293,45,74,0,109
294,302,351,0,187
295,118,58,0,44
296,1,135,0,8
297,63,32,0,57
298,9,174,0,58
299,46,85,0,76
300,1,139,0,7
301,3,77,0,27
302,99,388,0,262
303,227,59,0,130
304,84,0,0,47
305,385,244,0,264
306,91,89,0,24
307,216,83,0,115
308,43,52,0,33
309,131,46,0,131
310,71,6,0,68
311,163,129,0,162
312,204,0,0,71
313,106,0,2,105
314,197,0,1,194
315,281,0,0,129
316,327,0,2,202
317,85,0,0,55
318,180,0,0,145
319,170,0,0,127
320,125,0,0,85
321,74,0,0,52
322,247,0,0,55
323,185,0,0,127
324,134,0,0,99
325,81,0,0,44
326,55,0,0,58
327,249,0,0,94
328,92,0,0,87
329,133,0,0,73
330,178,0,0,58
331,134,0,0,49
332,107,0,3,110
333,305,0,0,148
334,148,0,0,49
335,64,0,0,60
336,247,0,0,80
337,97,0,0,106
338,149,4,0,11
339,111,107,0,59
340,75,25,6,8
341,299,185,0,37
342,362,178,4,89
343,63,149,0,71
344,266,50,0,25
345,125,149,0,82
346,311,122,0,58
347,263,105,0,51
348,239,147,0,68
349,293,129,0,16
350,432,36,0,17
351,631,71,5,106
352,568,237,0,146
353,180,20,0,34
354,135,18,0,3
355,364,202,0,12
356,84,11,0,6
357,274,83,5,120
358,141,40,0,59
359,205,180,11,192
360,193,0,0,15
361,261,104,0,6
362,5,140,0,37
363,324,87,0,71
364,666,221,4,99
365,324,242,8,125
366,218,0,0,2
367,475,186,1,105
368,559,97,0,61
369,487,135,3,78
370,489,197,0,88
371,274,342,0,10
372,152,30,0,23
373,169,2,0,46
374,121,12,0,14
375,406,248,5,154
376,15,100,0,41
377,360,166,4,151
378,150,229,1,96
379,325,52,1,42
380,96,9,0,38
381,304,122,0,77
382,168,3,0,12
383,240,2,0,0
384,149,2,52,106
385,738,0,0,22
386,106,0,0,31
387,123,2,0,2
388,92,3,0,19
389,216,0,1,15
390,262,1,0,1
391,236,0,12,12
392,167,1,0,1
393,252,1,0,28
394,527,0,0,54
395,78,0,0,23
396,79,0,0,25
397,178,1,0,39
398,99,3,0,19
399,268,0,0,5
400,371,2,0,37
401,171,3,0,8
402,150,4,0,7
403,169,4,0,27
404,122,2,0,19
405,142,1,0,22
406,182,0,0,54
407,124,0,0,31
408,165,0,0,35
409,361,0,0,10
410,108,0,0,24
411,138,0,0,25
412,115,2,1,1
413,104,0,0,2
414,158,0,7,26
415,247,0,6,56
416,214,3,0,12
417,162,0,0,48
418,82,6,0,15
419,143,2,1,3
420,178,3,1,32
421,185,0,0,35
422,130,4,0,40
423,324,1,1,62
424,114,0,0,46
425,105,0,0,19
426,295,2,0,40
427,184,0,3,25
428,121,0,0,25
429,127,0,0,10
430,154,0,3,39
431,177,0,0,18
432,501,0,0,41
433,93,0,0,51
434,136,0,0,35
435,354,1,0,89
436,541,0,0,45
437,559,1,0,15
438,636,0,0,51
439,224,3,0,8
440,358,2,0,41
441,182,39,0,77
442,426,401,11,97
443,12,445,0,30
444,22,15,1,110
445,30,30,12,70
446,0,0,14,86
447,36,169,0,11
448,291,150,0,82
449,0,278,0,0
450,121,39,0,31
451,177,49,0,26
452,93,1,0,42
453,102,44,0,66
454,14,156,0,47
455,98,9,0,44
456,164,27,0,84
457,124,69,0,71
458,400,347,0,140
459,184,144,0,113
460,13,182,0,46
461,494,48,0,273
462,51,5,0,69
463,101,12,0,37
464,67,7,0,44
465,41,10,0,50
466,1,34,1,71
467,35,444,8,115
468,531,31,0,215
469,83,7,0,105
470,168,20,0,122
471,379,75,1,477
472,516,11,1,230
473,186,4,0,49
474,368,2,0,83
475,462,50,0,84
476,151,98,0,99
477,182,1,0,29
478,136,3,0,27
479,601,86,14,144
480,726,50,0,214
481,522,153,0,135
482,152,74,4,90
483,17,185,1,150
484,280,82,1,106
485,324,9,0,47
486,138,156,11,196
487,89,102,0,165
488,226,137,0,163
489,24,87,2,89
490,69,0,0,54
491,195,114,12,115
492,310,174,0,146
493,85,3,0,24
494,71,2,0,81
495,345,108,0,12
496,341,167,0,283
497,80,117,0,85
498,332,88,14,122
499,74,35,0,34
500,77,0,0,38
501,207,177,0,190
502,204,114,10,197
503,383,67,0,135
504,625,77,0,209
505,42,94,4,36
506,183,13,0,134
507,136,0,0,36
508,0,72,1,66
509,60,16,0,60
510,46,38,0,146
511,135,34,0,53
512,41,12,0,123
513,18,19,0,87
514,56,29,0,96
515,492,54,0,140
516,141,36,0,85
517,30,35,0,158
518,191,42,0,201
519,95,5,0,134
520,238,5,0,78
521,204,35,0,213
522,351,16,1,114
523,126,14,4,147
524,612,17,0,227
525,408,24,0,159
526,284,13,0,317
527,112,0,0,17
528,133,18,0,166
529,108,12,0,36
530,87,5,0,58
531,5,42,0,98
532,146,20,0,197
533,535,28,0,136
534,343,24,0,200
535,360,26,0,259
536,280,16,0,171
537,60,19,0,50
538,68,13,1,102
539,168,1,0,94
540,213,17,0,91
541,330,14,0,202
542,176,21,0,119
543,104,10,0,196
544,123,23,0,97
545,103,16,0,101
546,351,11,0,135
547,77,9,0,50
548,222,24,0,160
549,126,42,0,282
550,556,7,0,95
551,88,0,0,28
552,552,48,2,381
553,214,24,0,99
554,353,27,0,263
555,70,6,0,46
556,517,22,0,325
557,71,2,0,38
558,76,53,0,104
559,58,0,0,40
560,615,14,0,233
561,173,16,0,119
562,177,20,0,115
563,187,17,0,172
564,115,13,0,190
565,51,0,0,48
566,33,8,30,229
567,218,14,0,126
568,106,40,0,158
569,609,27,0,263
570,182,12,0,126
571,156,13,0,172
572,160,8,0,109
573,46,0,26,111
574,141,0,0,105
575,279,22,0,257
576,142,16,0,79
577,27,19,0,102
578,135,22,0,144
579,118,34,0,130
580,40,17,1,54
581,214,16,0,150
582,672,19,0,186
583,209,20,0,149
584,260,28,0,196
585,149,18,0,87
586,102,13,0,124
587,67,0,0,54
588,57,10,0,52
589,329,23,0,173
590,148,14,0,93
591,496,33,1,331
592,581,25,3,324
593,215,13,0,176
594,112,6,0,52
595,253,17,0,164
596,308,16,1,173
597,223,6,0,114
598,64,7,0,51
599,66,2,0,67
600,72,4,0,53
601,77,0,0,22
602,265,53,0,55
603,0,189,0,39
604,155,116,2,77
605,106,113,1,153
606,46,15,15,261
607,113,63,0,153
608,175,59,0,154
609,181,12,0,133
610,103,0,0,28
611,360,1,2,126
612,158,0,0,31
613,104,6,0,93
614,74,0,0,90
615,39,7,0,82
616,329,16,0,305
617,23,0,0,134
618,197,13,0,121
619,41,19,5,61
620,191,5,0,150
621,167,0,0,65
622,157,20,3,385
623,220,7,0,80
624,335,154,0,273
625,258,99,0,292
626,140,103,0,183
627,259,57,0,86
628,132,132,0,153
629,427,219,0,90
630,262,57,0,94
631,1,176,0,55
632,543,143,0,138
633,274,171,4,325
634,181,66,0,158
635,167,211,0,222
636,82,14,0,75
637,241,68,0,114
638,556,116,0,281
639,29,268,0,84
640,201,386,0,181
641,121,255,0,157
642,63,103,0,90
643,57,138,0,103
644,17,55,0,45
645,16,73,0,43
646,65,386,0,58
647,428,159,0,357
648,519,41,0,156
649,450,148,0,131
650,123,144,0,132
651,103,74,0,165
652,155,92,0,142
653,301,58,0,94
654,14,73,0,50
655,221,87,0,118
656,3,3,13,190
657,81,31,0,99
658,85,17,0,41
659,33,25,0,69
660,1,143,0,52
661,58,81,0,76
662,25,72,0,30
663,80,13,0,28
664,417,47,0,132
665,236,107,8,109
666,65,13,0,25
667,136,29,1,52
668,172,24,0,66
669,76,22,0,67
670,198,25,0,95
671,341,67,0,158
672,264,101,0,137
673,712,24,0,86
674,196,84,0,117
675,206,51,3,92
676,453,104,0,196
677,133,42,0,105
678,125,103,0,126
679,55,33,0,104
680,10,25,1,63
681,122,34,0,76
682,142,75,0,114
683,134,89,0,129
684,302,57,3,144
685,65,44,2,61
686,136,70,0,68
687,77,34,0,46
688,69,68,0,86
689,184,64,0,143
690,268,112,0,86
691,76,20,0,45
692,191,2,0,59
693,81,19,0,27
694,267,15,0,112
695,210,0,3,222
696,248,0,0,105
697,184,0,1,165
698,120,0,0,76
699,67,0,0,32
700,126,0,0,34
701,187,0,0,131
702,173,0,0,74
703,251,0,0,112
704,243,0,1,263
705,220,0,3,267
706,255,0,0,216
707,233,0,1,364
708,672,0,1,266
709,110,0,0,65
710,247,0,0,303
711,148,0,0,78
712,166,0,0,142
713,169,0,0,183
714,95,0,0,48
715,88,0,0,32
716,167,0,0,113
717,93,0,0,50
718,236,0,0,97
719,253,0,4,288
720,88,0,0,133
721,119,0,0,53
722,747,0,0,140
723,89,11,1,3
724,544,11,0,59
725,197,15,2,41
726,115,25,1,6
727,226,32,5,96
728,187,21,6,96
729,80,33,7,88
730,597,20,10,64
731,110,0,0,16
732,545,17,3,38
733,856,24,1,68
734,169,6,1,60
735,86,10,2,122
736,651,18,1,94
737,126,34,2,57
738,148,25,3,58
739,222,5,0,2
740,261,11,1,45
741,302,34,2,103
742,256,16,0,36
743,325,15,4,55
744,209,10,1,67
745,212,1,0,3
746,343,6,1,65
747,51,23,0,36
748,184,3,0,7
749,127,11,1,2
750,63,6,1,30
751,128,9,0,42
752,211,13,0,83
753,137,0,0,0
754,251,16,0,76
755,263,21,1,120
756,162,12,0,56
757,193,23,1,74
758,397,14,0,55
759,146,14,4,77
760,347,22,1,93
761,138,13,1,56
762,126,0,0,10
763,95,33,1,55
764,296,27,6,108
765,273,12,0,3
766,151,6,1,54
767,198,10,1,52
768,759,8,1,70
769,184,38,2,128
770,371,51,9,26
771,288,21,1,67
772,299,25,1,70
773,606,17,1,10
774,571,16,1,83
775,242,20,4,104
776,623,28,1,174
777,196,21,1,49
778,143,18,4,25
779,164,18,0,58
780,378,27,1,19
781,111,119,2,88
782,100,0,0,41
783,240,8,0,189
784,288,36,0,87
785,84,7,0,67
786,470,86,0,78
787,275,23,0,136
788,16,203,0,40
789,27,38,0,75
790,134,39,0,47
791,316,93,0,99
792,56,24,0,28
793,282,92,0,73
794,604,124,1,40
795,368,173,0,35
796,343,308,0,118
797,173,78,0,133
798,180,63,0,52
799,74,44,0,26
800,311,13,0,105
801,480,78,0,232
802,69,2,0,53
803,93,9,0,41
804,217,78,0,35
805,267,7,0,53
806,223,63,0,316
807,92,20,0,140
808,366,16,0,105
809,68,0,0,47
810,26,157,0,172
811,29,20,0,52
812,187,60,4,234
813,132,15,0,19
814,317,0,1,32
815,573,67,1,5
816,237,42,1,7
817,332,55,1,53
818,264,0,0,2
819,277,60,0,3
820,162,14,0,3
821,125,0,0,1
822,443,58,0,7
823,153,0,0,15
824,802,0,0,16
825,640,56,3,5
826,98,55,0,18
827,119,0,0,7
828,451,97,6,86
829,159,41,2,17
830,134,0,0,1
831,74,21,0,12
832,325,96,3,10
833,307,133,1,55
834,304,3,0,27
835,100,0,0,13
836,240,45,0,23
837,292,36,0,41
838,229,97,0,42
839,145,42,0,1
840,148,1,0,17
841,293,19,0,35
842,195,94,0,37
843,169,55,0,10
844,260,13,0,5
845,104,0,0,19
846,469,27,5,42
847,147,20,0,24
848,206,0,0,10
849,134,19,0,5
850,521,41,2,14
851,249,153,7,39
852,110,71,0,18
853,283,47,5,31
854,139,0,0,41
855,115,14,1,2
856,172,0,0,61
857,195,48,0,19
858,613,152,1,106
859,817,97,2,8
860,207,149,0,38
861,359,7,0,35
862,198,27,0,17
863,214,35,0,30
864,230,6,1,29
865,325,86,8,1
866,769,75,23,55
867,140,23,0,10
868,132,1,0,7
869,56,48,0,12
870,685,77,1,53
871,201,19,0,31
872,446,86,0,99
873,835,84,0,66
874,96,0,0,3
875,136,23,0,50
876,131,56,0,12
877,320,170,0,156
878,182,271,0,74
879,18,90,0,26
880,24,169,0,59
881,23,98,0,64
882,179,220,0,143
883,86,230,0,148
884,74,308,3,180
885,157,146,0,111
886,101,245,16,220
887,348,215,5,221
888,6,57,0,36
889,221,211,2,166
890,27,118,0,56
891,86,185,0,86
892,82,193,0,108
893,66,241,0,58
894,7,73,0,64
895,233,257,1,194
896,44,207,0,77
897,18,89,0,76
898,94,150,0,40
899,360,270,2,193
900,39,125,0,9
901,18,91,0,29
902,110,152,0,61
903,154,273,0,80
904,140,191,0,82
905,224,206,0,189
906,62,285,0,124
907,70,237,0,135
908,30,196,0,56
909,226,155,0,160
910,307,211,0,130
911,68,212,0,128
912,105,264,1,123
913,458,233,0,143
914,128,297,0,111
915,9,88,0,119
916,126,237,1,151
917,382,298,0,267
918,50,227,0,66
919,197,246,0,148
920,134,213,0,155
921,19,115,0,89
922,528,233,0,201
923,51,120,0,99
924,21,155,3,184
925,43,163,0,106
926,163,192,0,112
927,172,207,2,194
928,156,15,0,136
929,177,231,0,52
930,65,220,0,129
931,26,142,0,85
932,169,288,0,39
933,137,166,1,155
934,9,133,0,72
935,4,181,0,81
936,62,219,0,105
937,31,202,0,80
938,273,63,2,80
939,71,142,0,79
940,155,222,0,100
941,207,177,0,165
942,44,177,0,90
943,86,159,0,82
944,103,265,0,127
945,248,9,0,140
946,143,18,0,167
947,40,10,16,144
948,41,23,0,108
949,109,24,0,175
950,31,14,0,73
951,309,46,0,326
952,83,24,0,144
953,171,28,0,206
954,238,27,0,270
955,71,28,3,87
956,90,4,0,135
957,95,19,0,98
958,83,9,0,94
959,35,25,0,58
960,80,27,0,142
961,185,9,18,213
962,21,25,0,75
963,228,13,1,181
964,113,8,0,97
965,214,17,0,124
966,173,28,0,218
967,148,11,0,195
968,8,24,0,76
969,189,21,0,204
970,91,16,0,111
971,159,20,0,184
972,127,38,0,228
973,169,18,0,171
974,268,25,0,459
975,157,23,2,205
976,70,32,0,85
977,35,25,2,97
978,13,33,0,85
979,105,27,3,167
980,99,31,2,67
981,152,32,0,153
982,132,18,0,164
983,20,27,0,59
984,82,72,0,113
985,152,32,0,199
986,457,32,0,467
987,166,37,6,341
988,134,52,0,176
989,140,20,4,226
990,9,69,0,23
991,89,15,0,105
992,44,14,0,60
993,18,25,0,67
994,245,29,3,271
995,97,16,0,113
996,162,27,2,206
997,33,40,0,26
998,156,31,0,163
999,217,24,8,335
1000,28,13,0,71
1001,35,14,1,54
1002,164,30,2,124
1003,43,10,3,82
1004,133,20,0,191
1005,86,9,0,84
1006,193,29,2,264
1007,70,20,0,106
1008,201,28,0,189
1009,48,34,0,50
1010,124,19,0,87
1011,77,16,2,103
1012,448,32,0,248
1013,74,9,0,92
1014,199,23,9,264
1015,134,16,0,136
1016,54,15,0,96
1017,166,21,1,150
1018,274,24,15,263
1019,60,0,0,49
1020,173,17,1,148
1021,68,17,0,141
1022,226,21,0,208
1023,64,30,0,75
1024,213,51,0,216
1025,116,21,0,144
1026,58,14,0,106
1027,196,23,6,259
1028,242,20,0,81
1029,201,9,0,178
1030,52,10,0,97
1031,63,6,0,60
1032,195,17,2,155
1033,258,43,0,148
1034,161,11,2,199
1035,131,14,8,233
1036,76,1,3,66
1037,246,24,0,203
1038,2,68,0,32
1039,9,21,0,68
1040,39,4,4,54
1041,149,29,2,144
1042,166,20,0,175
1043,128,33,0,172
1044,157,18,0,283
1045,49,21,6,180
1046,257,31,4,338
1047,210,24,3,223
1048,131,38,0,163
1049,386,26,0,173
1050,115,16,0,70
1051,37,21,4,47
1052,121,31,0,191
1053,131,28,0,149
1054,171,56,0,167
1055,191,25,1,224
1056,115,14,1,103
1057,76,8,1,73
1058,148,11,0,76
1059,318,17,7,181
1060,214,24,0,161
1061,175,31,0,179
1062,84,11,0,98
1063,125,32,2,138
1064,506,70,0,354
1065,147,19,0,135
1066,110,25,8,135
1067,60,12,2,121
1068,71,19,0,68
1069,55,49,0,69
1070,113,16,7,187
1071,103,23,0,174
1072,180,23,0,219
1073,217,38,0,249
1074,70,25,0,134
1075,220,31,12,430
1076,94,14,7,154
1077,208,26,0,191
1078,22,33,0,53
1079,210,34,0,184
1080,266,25,0,179
1081,133,23,0,180
1082,9,30,3,63
1083,127,16,2,268
1084,140,25,0,76
1085,222,38,0,218
1086,68,32,0,57
1087,99,32,0,135
1088,166,26,0,199
1089,125,13,0,149
1090,127,19,0,180
1091,133,20,0,141
1092,26,28,0,95
1093,101,9,0,149
1094,156,31,0,179
1095,73,33,0,164
1096,62,22,0,136
1097,149,31,0,254
1098,124,33,0,83
1099,34,26,0,61
1100,66,6,3,130
1101,78,14,0,97
1102,119,19,6,232
1103,135,8,0,68
1104,340,38,4,276
1105,110,15,0,132
1106,202,25,11,195
1107,30,32,0,40
1108,58,5,0,79
1109,251,23,0,213
1110,264,65,1,131
1111,208,28,0,173
1112,186,18,1,220
1113,107,7,1,72
1114,42,1,0,66
1115,22,56,3,31
1116,407,42,2,270
1117,309,35,8,312
1118,74,0,0,64
1119,164,18,0,115
1120,287,35,4,150
1121,154,6,0,155
1122,215,27,2,310
1123,73,11,0,121
1124,205,28,0,211
1125,47,9,0,81
1126,0,101,0,0
1127,135,29,0,199
1128,31,23,0,59
1129,125,37,0,236
1130,186,31,3,302
1131,135,24,0,180
1132,200,40,6,248
1133,70,28,0,146
1134,289,44,0,496
1135,73,15,4,110
1136,212,20,0,114
1137,76,22,0,87
1138,103,25,0,171
1139,62,39,0,80
1140,12,30,0,67
1141,50,10,0,86
1142,80,32,0,127
1143,105,14,0,143
1144,45,23,0,52
1145,172,34,4,194
1146,19,26,0,85
1147,188,14,0,157
1148,99,17,0,120
1149,210,37,0,203
1150,41,23,11,134
1151,304,29,1,211
1152,833,49,0,112
1153,48,15,2,123
1154,188,50,0,234
1155,126,19,0,163
1156,190,31,0,121
1157,61,14,0,72
1158,76,12,0,110
1159,54,8,0,43
1160,233,27,3,464
1161,233,28,4,367
1162,61,27,0,67
1163,154,52,0,267
1164,54,15,0,90
1165,261,24,0,139
1166,52,9,0,79
1167,128,25,0,151
1168,54,15,0,67
1169,264,31,1,232
1170,51,22,0,80
1171,78,34,0,126
1172,268,69,0,485
1173,255,14,0,180
1174,194,24,0,260
1175,89,27,0,113
1176,86,0,0,116
1177,115,15,0,119
1178,75,24,0,90
1179,198,34,0,334
1180,113,27,1,184
1181,98,5,0,101
1182,104,11,0,155
1183,166,14,0,158
1184,348,44,0,265
1185,834,49,0,87
1186,62,19,0,153
1187,148,27,0,246
1188,134,26,0,130
1189,72,25,0,104
1190,396,16,0,120
1191,144,18,0,169
1192,112,32,0,143
1193,20,35,0,44
1194,303,276,0,288
1195,148,31,0,52
1196,38,6,0,61
1197,344,102,0,203
1198,179,18,0,137
1199,110,32,0,52
1200,178,107,0,150
1201,681,1,0,150
1202,93,8,0,58
1203,96,0,0,58
1204,114,61,0,85
1205,65,3,0,70
1206,336,106,0,222
1207,97,0,0,19
1208,3,145,0,101
1209,213,6,0,114
1210,234,56,0,94
1211,87,0,0,45
1212,195,45,0,217
1213,236,6,0,57
1214,91,0,0,47
1215,22,80,0,82
1216,181,88,0,142
1217,77,0,0,39
1218,622,0,0,7
1219,166,31,0,142
1220,534,0,0,442
1221,49,19,0,49
1222,99,24,0,60
1223,38,19,0,47
1224,334,148,0,232
1225,126,9,0,95
1226,56,0,0,45
1227,104,303,1,376
1228,222,4,0,253
1229,197,82,0,193
1230,486,32,0,160
1231,276,1,0,102
1232,149,548,3,280
1233,54,3,0,56
1234,12,261,0,2
1235,76,105,0,43
1236,102,38,0,87
1237,120,287,0,93
1238,57,217,0,16
1239,80,121,0,56
1240,11,124,0,11
1241,87,82,0,68
1242,0,209,0,0
1243,220,248,2,251
1244,135,204,0,114
1245,91,40,0,33
1246,398,208,0,104
1247,0,155,0,0
1248,153,181,0,99
1249,232,204,0,62
1250,35,141,0,41
1251,3,236,0,30
1252,118,237,0,71
1253,76,126,0,28
1254,0,195,0,0
1255,264,4,0,32
1256,440,63,0,91
1257,64,7,1,84
1258,152,137,0,78
1259,437,219,0,114
1260,22,135,0,50
1261,0,212,0,0
1262,712,111,1,171
1263,196,154,0,142
1264,138,10,0,64
1265,0,187,0,0
1266,134,91,0,58
1267,177,164,0,143
1268,224,18,0,81
1269,106,121,9,112
1270,14,54,0,58
1271,128,82,0,79
1272,527,188,0,186
1273,64,1,0,45
1274,147,61,0,61
1275,356,326,0,212
1276,344,151,4,208
1277,302,87,1,152
1278,203,177,0,128
1279,123,2,0,14
1280,14,103,0,60
1281,156,0,0,63
1282,234,59,0,102
1283,260,0,0,44
1284,602,0,0,60
1285,9,22,10,205
1286,1,75,0,58
1287,89,7,0,181
1288,131,6,0,202
1289,507,108,0,230
1290,107,9,0,24
1291,66,110,0,54
1292,4,54,0,89
1293,204,50,0,112
1294,3,52,0,60
1295,58,7,2,107
1296,553,66,2,359
1297,413,84,0,396
1298,89,10,0,76
1299,6,50,0,67
1300,387,11,0,125
1301,412,62,0,243
1302,649,12,0,66
1303,317,1,0,155
1304,321,43,0,211
1305,462,64,0,223
1306,7,59,0,94
1307,9,61,0,80
1308,47,23,0,68
1309,119,33,0,119
1310,160,57,0,253
1311,66,12,0,70
1312,168,7,0,76
1313,138,2,0,44
1314,176,62,0,351
1315,303,54,0,233
1316,94,0,0,52
1317,4,98,0,245
1318,280,50,0,192
1319,295,34,0,172
1320,389,64,0,284
1321,7,23,0,98
1322,55,112,14,175
1323,506,23,0,89
1324,29,12,9,200
1325,86,17,0,121
1326,74,0,0,112
1327,130,10,0,114
1328,86,26,0,131
1329,36,26,0,67
1330,77,14,0,73
1331,154,18,1,269
1332,214,36,0,216
1333,491,61,3,199
1334,117,102,1,228
1335,46,28,1,48
1336,4,175,1,117
1337,59,0,1,39
1338,537,84,2,333
1339,290,0,0,68
1340,186,16,0,49
1341,167,0,0,61
1342,146,6,0,69
1343,98,0,0,10
1344,192,0,0,8
1345,162,5,0,311
1346,1,117,0,37
1347,512,42,0,162
1348,149,28,0,57
1349,81,25,0,192
1350,150,5,0,32
1351,182,11,0,64
1352,88,23,0,59
1353,62,10,0,56
1354,574,11,1,113
1355,186,25,0,41
1356,135,270,0,64
1357,0,393,0,0
1358,1,299,0,35
1359,481,184,0,282
1360,5,272,5,29
1361,3,502,0,7
