,eid,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
44,10244,1,9,6,18,0,10972740,1526,3,73,66,20887.62,5151121787,4.88,23.6,37.21,4097.23,2.12,3.89,399,63,0,12,56,144,0,9,0,0,0,0,19,2,0,11
45,10441,1,9,6,18,0,10972740,1526,,73,,101241.67,51120267798,2.63,6.14,25.7,2800.62,3.19,10.32,266,13,0,19,14,28,0,5,0,0,0,0,18,6,0,93
46,10545,1,9,3,18,0,10972740,1526,,73,,109694.14,39567973062,2.6,6.9,16.8,1401.04,3.54,14.51,491,82,0,15,73,184,0,21,0,0,0,0,24,12,0,88
47,10587,0,,0,18,0,10972740,1526,3,73,33,95667.29,22954092525,1.11,0.55,9.05,562.2,5.57,37.59,31,39,0,13,26,344,0,50,0,0,0,0,26,37,0,79
48,10769,0,,0,18,0,10972740,1526,4,73,50,7530.59,309976949.7,2.86,6.97,31.77,4097.35,2.23,3.88,214,29,0,10,30,26,0,1,0,0,0,0,10,2,0,16
49,10786,1,9,3,18,0,10972740,1526,6,73,66,47171.81,16507626505,3,7.76,31.06,3717.87,2.45,5.47,441,57,0,26,55,72,0,13,0,0,0,0,28,11,0,114
50,11009,1,,0,18,0,10972740,1526,2,73,,29280.48,2520345558,1.74,1.55,28.06,2822.92,2.29,4.76,813,110,0,26,97,191,0,22,0,0,0,0,40,9,0,51
51,11025,1,9,6,18,0,10972740,1526,1,73,,53674.36,10901846414,2.02,2.94,35.45,4308.67,2,2.94,509,26,0,40,29,9,0,3,0,0,0,0,37,6,0,151
52,11481,1,9,4,18,0,10972740,1526,2,73,,33488.03,9602759797,3.73,13.18,26.99,2528.65,2.84,8.57,565,45,0,29,43,54,0,10,0,0,0,0,31,8,0,50
53,11487,0,,0,18,0,10972740,1526,3,73,66,129439.5,40971331059,1.04,0.74,26.91,2592.39,2.86,8.41,188,26,0,4,23,54,0,3,0,0,0,0,7,0,0,6
54,11527,0,,0,18,0,10972740,1526,1,73,,39263.1,10133354156,3.86,16.11,26.42,2436.79,2.81,8.42,600,21,0,51,21,14,0,6,0,0,0,0,52,6,0,179
55,11866,0,,0,18,0,10972740,1526,4,73,50,51444.3,7102715121,1.5,0.72,21.29,2089.4,3.33,12,130,11,0,18,10,26,0,7,0,0,0,0,20,6,0,87
56,12242,0,,0,18,0,10972740,1526,1,73,,26203.25,9548729016,7.45,57.91,26.83,3214.99,2.86,7.8,516,48,0,47,56,71,0,22,0,0,0,0,39,30,0,107
57,12375,1,9,3,18,0,10972740,1526,4,73,25,10086.57,119188051.4,1.07,0.39,21.99,2035.18,2.84,7.48,40,0,0,3,0,0,0,0,0,0,0,0,4,0,0,26
58,12460,0,,0,18,0,10972740,1526,1,73,,17775.71,1718657057,3.61,14.56,28.12,2714.57,2.62,6.76,749,95,0,28,92,192,0,20,0,0,0,0,31,17,0,105
59,12526,0,,0,18,0,10972740,1526,2,73,,38432.78,11443521420,3.68,14.11,31.67,3897.31,2.62,6.01,252,33,0,19,35,52,0,4,0,0,0,0,18,6,0,100
60,12835,0,,0,18,0,10972740,1526,6,73,66,107002.83,49882079659,3.04,8.64,20.94,2293.9,3.25,10.64,278,28,0,21,31,37,0,4,0,0,0,0,17,7,0,92
61,12959,1,9,3,18,0,10972740,1526,7,73,42,104427.7,24218582829,1.72,1.88,14.57,143.1,0.78,0.76,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
62,12965,0,,0,18,0,10972740,1526,1,73,,75644.74,21893718487,2.82,7.5,23.13,2301.34,3.03,9.55,153,13,0,11,10,62,0,4,0,0,0,0,14,1,0,90
63,13332,0,11,3,18,0,10972740,1526,4,73,50,2131,4132024,1.01,0.76,17.49,2139.27,3.63,14.21,15,0,0,5,0,6,0,4,0,0,0,0,5,4,0,50
64,14142,1,9,3,18,0,9387000,535,3,87,66,58735.81,24209399836,3.24,9.73,20.08,1848.41,3.12,10.24,870,39,0,63,32,73,0,7,0,0,0,0,69,0,0,19
65,14169,2,9,3,18,0,9387000,535,1,87,,54453.25,29210634432,4.3,18.87,32.63,3082.76,2.24,4.76,644,53,0,55,47,156,0,10,0,0,0,0,62,4,0,19
66,14214,0,,0,18,0,9387000,535,7,87,28,73292.71,31914210893,2.04,2.17,36.72,4327.17,2.2,4.06,120,11,0,1,11,34,0,0,0,0,0,0,1,0,0,0
67,14282,0,,0,18,0,9387000,535,1,87,,58899.24,30377710100,3.33,9.66,34.06,4008.84,2.16,3.72,419,46,0,46,39,145,0,11,0,0,0,0,54,4,0,15
68,14542,1,9,3,18,0,9387000,535,4,87,50,84651.47,57505748151,4.27,18.25,28.58,2695.49,2.24,4.48,548,53,1,28,45,118,0,10,1,0,3,3,36,2,3,11
69,14582,1,9,4,18,0,9387000,535,1,87,,98337.26,21562895859,2.12,4.23,40.62,5396.77,1.97,2.67,201,31,0,18,26,83,0,5,0,0,0,1,22,1,1,8
70,15524,1,9,6,5,0,9626400,545,5,85,60,61577.72,36246369793,4.64,22.47,23.31,2805.82,3.11,10.05,192,0,0,37,0,336,0,16,0,0,0,0,37,16,0,102
71,15639,1,9,3,5,0,9626400,545,3,85,33,48508.89,39836635119,6.24,40.49,16.69,2066.45,3.53,12.71,132,0,0,34,0,558,0,52,0,0,0,1,34,52,1,139
72,15783,1,9,3,5,0,9626400,545,45,85,51,274956.62,43856779812,0.44,0.36,35.18,1035.56,1.08,0.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22
73,16281,0,,0,5,0,9626400,545,4,85,0,97290.38,65271230506,2.27,3.14,20.7,2083.92,3.06,10.13,47,0,0,10,0,49,0,3,0,0,0,0,11,3,0,22
74,16545,1,8,4,11,0,6708600,438,5,82,20,173741.64,1.94217E+11,2.76,5.79,6.57,969.11,6.84,47.03,2,0,0,3,0,24,0,5,0,0,0,0,3,6,0,25
75,16574,1,9,3,11,0,6708600,438,,82,,56976.92,49288545925,5.08,25.98,20.87,2914.51,3.39,11.27,187,7,0,76,3,45,0,10,0,0,0,0,80,6,0,107
76,16582,1,11,1,11,0,6708600,438,5,82,20,105698.53,97210696329,3.4,9.75,14.89,2510.74,4.25,17.45,52,4,0,40,3,27,0,5,0,0,0,0,42,4,0,64
77,16676,1,,0,11,0,6708600,438,3,82,0,,,,,4.73,119.47,2.76,5.81,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,8
78,16760,0,,0,11,0,6708600,438,3,82,0,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
79,17111,2,9,3,11,0,6708600,438,3,82,0,589380.25,3.1835E+11,0.82,0.85,11.57,690.84,3.94,17.01,0,0,0,6,0,1,0,2,0,0,0,0,6,2,0,40
80,17246,0,,0,11,0,6708600,438,1,82,,44610.84,11292554575,4.28,20.93,12.33,888.52,4.15,20.6,299,0,0,250,2,48,0,12,0,0,0,0,249,13,0,342
81,18566,1,,0,18,0,8695800,564,1,76,,139414.85,31344066802,1.16,0.03,5.63,366.68,8.65,97.03,148,29,0,52,19,100,0,41,0,0,0,0,62,31,0,120
82,18818,2,9,6,18,0,8695800,564,3,76,0,144876,55963468215,1.31,0.09,9.67,886.49,4.59,21.99,73,9,0,60,8,101,0,21,0,0,0,0,60,20,0,92
83,18834,1,,0,18,0,8695800,564,4,76,25,103744.67,52972319327,2.37,4.61,10.27,1197.05,5.19,27.88,82,19,0,34,15,52,0,6,0,0,0,0,38,2,0,37
84,19103,1,,0,18,0,8695800,564,1,76,,85986.68,25560723279,2.17,4.27,11.46,1171.36,4.81,25.5,165,0,0,26,0,226,0,19,0,0,0,0,26,18,0,86
85,19722,0,,0,12,0,9475200,797,3,77,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,19954,2,,0,12,0,9475200,797,1,77,,43206.11,14304015526,3.38,10.98,15.6,1596.81,4.05,17.9,577,0,0,79,0,0,0,0,0,0,0,0,80,0,0,91
87,20733,0,,0,12,0,9475200,797,9,77,22,,,,,51.25,5920.69,1.13,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
88,20781,0,,0,12,0,9475200,797,1,77,,69003.93,40473536184,3.4,11.23,21.03,2492.42,3.33,11.49,182,0,0,41,0,0,0,0,0,0,0,0,42,0,0,111
89,20855,0,,0,12,0,9475200,797,4,77,50,87781.7,16017873513,1.3,0.31,26.04,2950.87,3.09,10.2,78,0,1,22,0,0,0,0,0,0,2,3,24,0,2,47
90,20910,2,6,3,12,0,9475200,797,4,77,25,1046,1063326.8,1.41,0.13,25.4,2893.57,3.6,13.21,25,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8
91,21302,0,,0,12,0,9475200,797,2,77,,75588,95901939663,4.12,14.99,13.68,1360.97,4.23,20.27,403,0,0,177,0,0,0,0,0,0,0,0,178,0,0,150
92,21419,2,,0,12,0,9475200,797,,77,,67208.4,80146258759,4.87,23.14,26.66,2775.69,2.8,8.19,210,0,0,19,0,0,0,0,0,0,0,0,19,0,0,46
93,21497,2,9,3,12,0,9475200,797,1,77,,39365.85,13274474273,4.43,21.23,29.26,2312.02,2.77,8.75,706,0,0,116,0,0,0,0,0,0,0,0,117,0,0,145
94,21626,0,,0,12,0,9475200,797,,77,,96956.63,44979873603,2.65,6.74,19.74,1855.37,3.3,12.28,397,0,0,51,0,0,0,0,0,0,0,0,51,0,0,101
95,22748,0,,0,3,0,10555200,813,3,79,66,82592.5,98126388026,3.61,11.06,24.64,2232.04,2.91,8.77,215,13,0,1,13,46,0,0,0,0,0,0,1,0,0,0
96,22792,0,,0,3,0,10555200,813,3,79,33,90704.21,96547163614,3.32,9.06,26.79,3365.01,2.89,7.75,75,2,0,1,2,5,0,0,0,0,0,0,1,0,0,0
97,22796,0,,0,3,0,10555200,813,4,79,75,75921.76,20227358559,2.2,4.14,16.46,1896.72,4.08,17.93,119,31,0,10,17,247,1,29,0,0,0,1,25,15,0,15
98,22847,1,,0,3,0,10555200,813,9,79,55,417069.17,1.15139E+11,0.83,0.27,17.61,1600.99,3.23,11.03,16,3,0,4,0,50,0,6,0,0,0,0,6,4,0,9
99,23091,1,9,6,3,0,10555200,813,5,79,20,100125,37962646100,1.53,0.52,25.26,2348.96,2.53,6.46,67,8,0,10,1,60,0,12,0,0,0,0,16,6,0,5
100,23203,0,,0,3,0,10555200,813,,79,,59408.48,47020799671,4.52,19.67,13.86,1264.57,4.71,24.95,162,18,0,11,2,182,0,28,0,0,0,0,27,12,0,1
101,23263,1,9,6,3,0,10555200,813,7,79,71,55148,11697522303,1.85,2.18,23.31,2437.51,2.99,9.1,264,45,0,6,33,213,1,11,1,0,0,0,16,1,0,4
102,23479,0,,0,3,0,10555200,813,4,79,0,,,,,17.65,1048.23,2.91,7.92,5,0,0,3,0,2,0,1,0,0,0,0,3,1,0,3
103,23718,0,,0,3,0,10555200,813,3,79,33,148258.2,1.30939E+11,2.45,4.33,21.13,2144.26,3.44,12.4,49,9,0,2,1,34,0,10,0,0,0,0,9,3,0,1
104,23780,1,8,5,3,0,10555200,813,2,79,,21124.51,5088682883,4.88,25.06,26.44,2638.65,2.61,6.81,647,52,3,6,49,299,4,3,4,2,2,1,7,3,0,0
105,24442,2,,5,16,0,12065400,902,1,69,,98274.09,1.71163E+11,4.32,16.77,38.49,3169.33,2.37,5.69,219,0,0,12,1,0,0,0,0,0,0,0,12,0,0,2
106,24516,1,9,3,16,0,12065400,902,10,69,30,92935.06,30770764961,1.69,1.18,28.62,2157.22,3.02,10.71,36,0,0,9,3,0,0,0,0,0,0,0,7,2,0,5
107,24693,0,,0,16,0,12065400,902,4,69,50,82843.77,41731900631,2.19,2.95,4.32,182.08,14.96,247.77,2105,0,0,15,1,0,0,0,0,0,0,0,15,0,0,3
108,24720,0,,0,16,0,12065400,902,3,69,33,61964.83,14476018828,1.99,2.71,20.14,1854.72,3.79,16.46,71,1,0,17,14,1,0,1,0,0,0,0,5,13,0,7
109,24818,0,,0,16,0,12065400,902,8,69,50,47986,2787328023,0.57,1.42,27.2,2082.02,3.12,10.53,175,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4
110,24956,1,9,6,16,0,12065400,902,3,69,33,42481,8550811182,2.13,2.74,41,4923.57,2.05,3.3,15,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5
111,25050,1,9,0,16,0,12065400,902,7,69,57,136572,69956201123,1.5,0.25,31.77,3042.15,2.48,5.7,128,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
112,25075,0,,0,16,0,12065400,902,4,69,75,36454.73,15800621504,4.44,19.24,26.73,2337.3,3.21,11.19,594,2,0,10,3,0,0,0,0,0,0,0,10,0,0,0
113,25078,2,8,3,16,0,12065400,902,20,69,40,470528.6,76044839437,0.08,1.5,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
114,25133,2,6,3,16,0,12065400,902,8,69,0,75702.85,42741069443,4.31,20,29.95,4281.73,2.7,6.33,102,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0
115,25202,0,,0,16,0,12065400,902,3,69,33,38442.33,9877090494,3.17,8.67,20.83,1210.82,3.58,17.77,429,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
116,25213,0,,0,16,0,12065400,902,3,69,33,64763.88,34603838528,4.55,21.74,24.31,2658.48,3.17,11.06,192,0,0,31,0,0,0,0,0,0,0,0,31,0,0,17
117,25330,1,9,6,16,0,12065400,902,3,69,0,136253.78,39932801601,1.6,1.34,27.59,3219.95,2.91,8.19,67,0,0,8,0,0,0,0,0,0,0,0,8,0,0,9
118,25464,2,9,3,16,0,12065400,902,5,69,60,159009.06,1.3773E+11,2.97,8.22,16.71,1720.82,4.63,23.23,113,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3
119,25471,2,6,5,16,0,12065400,902,43,69,53,174534.4,1.24516E+11,1.9,2.09,23.85,1430.8,3.69,15.59,84,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
120,25523,0,,0,16,0,12065400,902,3,69,0,175062,81495541812,1.46,0.19,38,2400.5,1.01,0.79,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,1
121,25528,0,,0,16,0,12065400,902,5,69,40,58783.61,21976486524,2.39,3.84,23.75,2752.44,2.68,5.97,83,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
122,25615,1,8,4,16,0,12065400,902,4,69,50,66894.95,22991425137,3.05,8.9,24.63,3329.14,3.56,11.85,64,0,0,19,0,0,0,0,0,0,0,0,18,0,0,12
123,25629,0,,0,16,0,12065400,902,5,69,80,71492.9,72736108122,5.58,30.98,33.6,4508.22,2.55,5.82,156,0,0,24,0,0,0,0,0,0,0,0,24,0,0,16
124,25777,1,9,3,16,0,12065400,902,3,69,33,349125.71,7.25927E+11,2.04,2.17,32.39,3110.84,2.71,7.55,105,0,0,6,2,0,0,0,0,0,0,0,4,2,0,1
125,26329,0,,0,4,0,10512000,272,5,82,40,140931.43,62267634544,1.85,1.71,21.63,2176.72,2.56,5.08,16,5,0,11,3,10,0,5,0,0,0,0,13,3,0,26
126,27862,2,9,0,18,0,16300800,363,,82,,36676.71,13906874901,3.27,8.81,6.18,567.4,7.68,66.97,526,0,0,34,0,818,0,48,0,0,0,0,33,48,0,11
127,27908,1,9,6,18,0,16300800,363,3,82,66,118548.5,34243131637,1.51,0.97,24.63,2554.01,3.08,10.25,131,0,1,17,0,7,0,7,0,0,0,2,19,7,1,55
128,28143,0,,0,18,0,16300800,363,,82,,63282.3,9898695536,1.25,0.16,18.46,1730.53,3.77,16.2,449,0,0,74,0,12,0,17,0,0,0,0,75,17,0,89
129,28198,1,9,3,18,0,16300800,363,4,82,25,244583.86,1.21124E+11,0.93,1.03,17.08,1335.66,3.26,11.64,60,0,0,28,0,0,0,0,0,0,0,0,29,0,0,20
130,28293,1,8,3,18,0,16300800,363,14,82,50,203349,54091326477,0.78,0.9,8.93,608.98,4.64,22.26,3,0,0,15,0,3,0,11,0,0,0,0,15,11,0,71
131,28327,1,,0,18,0,16300800,363,,82,,81063.19,22015497545,1.93,2.8,12.77,1387.11,5.12,28.78,49,0,0,53,0,6,0,17,0,0,0,0,54,17,0,83
132,29653,2,8,5,8,0,11721600,702,1,77,,49176.37,47208788343,5.36,27.59,18.2,1806.56,3.85,15.91,210,0,0,10,0,126,0,35,0,0,0,0,10,35,0,92
133,29811,2,8,4,8,0,11721600,702,2,77,,52975.38,30838447464,4.01,15.63,22.45,1796.48,3.42,13.1,0,1,1,1,0,250,0,25,0,0,18,8,3,24,7,76
134,29868,0,,0,8,0,11721600,702,,77,,42499.5,11833900235,3.8,13.79,15.95,1344.84,4.41,22.82,316,0,0,20,0,59,0,12,0,0,3,1,20,12,1,103
135,30254,1,5,4,8,0,11721600,702,13,77,53,83244.26,1.07692E+11,4,14.03,9.33,681.08,6.51,51.22,839,1,0,4,0,71,0,13,0,0,0,0,5,12,0,81
136,30957,1,9,6,8,0,11721600,702,1,77,,71071.37,11654882388,1.96,3.49,26.68,3430.98,2.8,7.22,363,2,0,22,1,96,0,17,0,0,0,0,23,16,0,135
137,31351,1,9,3,8,0,11721600,702,6,77,66,148664.4,52671909124,1.32,0.27,42.4,4790.89,2.02,3.4,0,0,0,1,1,173,0,8,0,0,0,0,0,9,0,9
138,31690,2,8,3,1,0,7054200,370,,87,,96550.37,38257454532,2.38,4.31,14.71,1172.73,3.67,15.43,114,5,0,23,6,10,0,9,0,0,0,0,22,9,0,176
139,33779,0,,0,11,0,13708800,1332,6,76,66,142297.15,36778106369,1.26,0.66,21.12,2137.61,3.15,10.4,421,0,0,45,0,22,0,11,0,0,0,0,45,11,0,64
140,33809,2,,0,11,0,13708800,1332,1,76,,128517.4,61211679138,1.81,1.75,22.34,1555.47,3.32,12.5,285,1,0,44,0,16,0,11,0,0,0,0,46,10,0,82
141,33835,1,7,0,11,0,13708800,1332,2,76,,74154.92,10382927749,1.63,2.19,14.62,1209.43,3.88,15.92,94,0,0,27,1,51,0,19,0,0,0,0,26,19,0,126
142,34015,1,8,4,11,0,13708800,1332,17,76,64,123805.57,98100330239,2.91,7.12,11.45,1217.73,4.86,26.85,41,3,0,31,1,19,0,18,0,0,0,0,33,16,0,101
143,34217,1,9,5,11,0,13708800,1332,1,76,,20923.03,3888481014,4.17,18.05,10.66,1044.7,5.08,29.39,124,1,0,55,0,13,0,13,0,0,0,0,55,12,0,94
144,34337,1,9,3,11,0,13708800,1332,3,76,66,69481.06,32384502949,3.95,16.24,19.31,1799.58,3.49,14.09,258,0,0,79,0,20,0,11,0,0,0,0,79,12,0,91
145,34419,2,9,3,11,0,13708800,1332,8,76,25,,,,,7.23,256.95,3.03,7.5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8
146,34494,2,9,3,11,0,13708800,1332,5,76,60,117383.32,56501268598,1.81,1.39,32.8,2432.42,2.47,7.28,185,0,0,30,0,10,0,6,0,0,0,0,30,6,0,41
147,34594,1,9,6,11,0,13708800,1332,1,76,,151310.75,60856844055,1.75,2.19,11.41,1212.07,5.2,30.45,230,0,0,39,0,26,0,15,0,0,0,0,39,15,0,135
148,34698,1,8,5,11,0,13708800,1332,3,76,0,,,,,24.14,1450.85,1.75,1.66,7,0,0,6,0,0,0,0,0,0,0,0,7,0,0,4
